,opera_id,dcTitle_opera,autori
1130,70451,"Brano strumentale su ""Pyançe la Bella Yguana""","Mircovich, Elisabetta de: compositore"
1131,70452,Ave Mutter kuniginne / Ave Mater,"Wolkenstein, Oswald von: compositore"
1132,70453,Lamento di Tristano & Rotta,Anonimo italiano (XIV-XV sec.): compositore
1133,70454,Do way Robin / Sancta Mater gracie,Anonimo inglese (XIII sec.): compositore
1134,70455,S'on me regarde / Hé mi enfant,Anonimo francese (XIII sec.): compositore
1135,70456,Nobilis humilis Magne martyr,Anonimo delle Orkneys (XII sec.): compositore
1136,70457,Deus tuorum militum / De flore martyrum / Ave Rex,Anonimo inglese (XIII sec.): compositore
1137,70458,Miri it is hwile sumer ilasts,Anonimo inglese (XIII sec.): compositore
1138,70459,Ar bleizi mor,Anonimo bretone (IX sec.): compositore
1139,70460,Ortorum virentium / Victime paschali laudes,Anonimo italiano (XIV-XV sec.): compositore
1140,70461,Troppo perde 'l tempo,Anonimo italiano (XIV-XV sec.): compositore
1141,70462,Quene note,Frankes (?): compositore
1142,70463,Griselda,"Zeno, Apostolo: librettista, Bononcini, Giovanni: compositore, Rolli, Paolo Antonio: librettista"
1143,70464,L'onestà negli amori,"Scarlatti, Alessandro: compositore, Parnasso, Felice: librettista"
1144,70465,A Chorus line,"Kirkwood, James: librettista, Dante, Nicholas: librettista, Kleban, Edward: compositore, Hamlish, Marvin: compositore"
1145,70466,"Soyons plus vite, tr","Manneke, Daan: compositore"
1146,70467,"Pression, vlc","Lachenmann, Helmut Friedrich: compositore"
1147,70468,"Dolente immagine di Fille mia, voce,pf","Bellini, Vincenzo: compositore"
1148,70469,"Malinconia, ninfa gentile, voce,pf","Bellini, Vincenzo: compositore, Pindemonte, Ippolito: librettista"
1149,70470,"Vanne, o rosa fortunata, voce,pf","Bellini, Vincenzo: compositore, Metastasio, Pietro: librettista"
1150,70471,"Vaga luna, che inargenti, voce,pf","Bellini, Vincenzo: compositore"
1151,70472,"Ma rendi pur contento, voce,pf","Bellini, Vincenzo: compositore, Metastasio, Pietro: librettista"
1152,70473,"La serenata, voce,pf","Tosti, Francesco Paolo: compositore, Cesareo, Giovanni Alfredo: librettista"
1153,70474,"Luna d'estate, voce,pf","Tosti, Francesco Paolo: compositore, Mazzola, Riccardo: librettista"
1154,70475,"Malìa, voce,pf","Tosti, Francesco Paolo: compositore, Pagliara, Rocco Emanuele: librettista"
1155,70476,"L'ultima canzone, voce,pf","Tosti, Francesco Paolo: compositore, Cimmino, Francesco: librettista"
1156,70477,"Canzoni, overo Sonate concertate..., op. 12, Libro III","Merula, Tarquinio: compositore"
1157,70478,Ruggiero,"Merula, Tarquinio: compositore"
1158,70479,"Ballo detto ""Eccardo""","Merula, Tarquinio: compositore"
1159,70480,Chiaccona,"Merula, Tarquinio: compositore"
1160,70481,Capriccio cromatico a 4,"Merula, Tarquinio: compositore"
1161,70482,Canzoni da sonare a Una Due Tre...,"Frescobaldi, Girolamo: compositore"
1162,70483,"Sonate, Symfonie, Canzoni, Pass'emezzi..., op. 8","Marini, Biagio: compositore"
1163,70484,Passacaglia a 4,"Marini, Biagio: compositore"
1164,70485,Capriccio stravagante a 4,"Farina, Carlo: compositore"
1165,70486,"Capriccio detto ""Il Molza"" a 4","Vitali, Giovanni Battista: compositore"
1166,70487,"Sonate a 2-5 stromenti, op. 5","Vitali, Giovanni Battista: compositore"
1167,70488,"Aria sopra ""La Bergamasca""","Uccellini, Marco: compositore"
1168,70489,Suite d'un goût étranger,"Marais, Marin: compositore"
1169,70490,Folies d'Espagne,"Marais, Marin: compositore"
1170,70491,Prélude en mi,Sainte-Colombe Monsieur de: autore
1171,70492,"Sonata, vl,pf, Sol","Ravel, Maurice: compositore"
1172,70493,Falling to the Sky,"Maric, Dave: compositore"
1173,70494,"Variationen über ein Thema von J. Haydn, op. 56a, Sib","Brahms, Johannes: compositore"
1174,70495,"L'Oiseau de feu: Suite, orch n. 3","Stravinskij, Igor': compositore"
1175,70496,A la duduki,"Kancheli, Giya: compositore"
1176,70497,Cin Ci Là,"Lombardo, Carlo: librettista, Ranzato, Virgilio: compositore"
1177,70498,"Lieder aus Des Knaben Wunderhorn, voce,pf","Mahler, Gustav: compositore"
1178,70499,"Fünf Lieder nach Rückert / Cinque Lieder su testi di Rückert, voce,orch","Mahler, Gustav: compositore"
1179,70500,"Lieder eines fahrenden Gesellen, voce,pf","Mahler, Gustav: compositore, Mahler, Gustav: librettista"
1180,70501,"Kindertotenlieder, voce,orch","Mahler, Gustav: compositore"
1181,70502,Laue Sommernacht,"Mahler, Alma: compositore, Falke, Gustave: librettista"
1182,70503,"S, ob,cl,clbasso,pf,percuss,vl,vla,vlc","Fafchamps, Jean-Luc: compositore"
1183,70504,"Impulse II, vl,cl,pf","Francesconi, Luca: compositore"
1184,70505,"Le niais de Sologne, ob,cl,clbasso,pf,percuss,vl,vla,vlc","Mernier, Benoît: compositore"
1185,70506,"Moods, fl,ob,clbasso,pf,percuss,vl,vla,vlc","Panisello, Fabián: compositore"
1186,70507,Abreviaturas,"Camarero, César: compositore"
1187,70508,"Ricorda cosa ti hanno fatto in Auschwitz, nastro magn","Nono, Luigi: compositore"
1188,70509,"Un volto, del mare, nastro magn","Nono, Luigi: compositore"
1189,70510,"La lontananza nostalgica utopica futura, nastri magn,live electr","Nono, Luigi: compositore"
1190,70511,"Maja, esquisse d'un final d'opéra, sp,pf,elettr","Fedele, Ivan: compositore"
1191,70512,"Ipnos. Overclockd remix, fl,cl,vl,vlc,pf,percuss,elettr","Nova, Riccardo: compositore"
1192,70513,"Professor Bad Trip Trilogy, fl,cl,vl,vla,vlc,pf,tastiere,chitelettr,percuss,e","Romitelli, Fausto: compositore"
1193,70514,Un bellissimo settembre,"Weill, Kurt: autore delle musiche, Gori, Gianni: librettista"
1194,70515,"Brettellieder, voce,pf","Schönberg, Arnold: compositore"
1195,70516,"Madrileño, pf","Piacentini, Riccardo: compositore"
1196,70517,"I got Rhythm, voce,pf","Gershwin, George: compositore"
1197,70518,"Midnight bells, voce,pf","Gershwin, George: compositore"
1198,70519,"Do it again, voce,pf","Gershwin, George: compositore"
1199,70520,Beneath the eastern moon,"Gershwin, George: compositore"
1200,70521,"Swanee, voce,pf","Gershwin, George: compositore"
1201,70522,"Blah-blah-blah, voce,pf","Gershwin, George: compositore"
1202,70523,"Harlem serenade, voce,pf","Gershwin, George: compositore"
1203,70524,"Fünf Gedichte für Frauenstimme mit Pianoforte-Begleitung, voce femm,pf, WWV 91, Wesendonck-Lieder","Wagner, Richard: compositore, Wesendonck, Mathilde: librettista"
1204,70525,"Fünf Klavierstücke, pf, op. 23","Schönberg, Arnold: compositore"
1205,70526,"Winterreise: Der Lindenbaum n. 7, R 246, trascrizione per pf","Liszt, Franz: compositore"
1206,70527,"Introduction et Allégro, arp,fl,cl,archi","Ravel, Maurice: compositore"
1207,70528,"Epitaphium, fl,cl,arp","Stravinskij, Igor': compositore"
1208,70529,"Charme, cl","Grisey, Gérard: compositore"
1209,70530,"Dmaathen, ob,percuss","Xenakis, Iannis: compositore"
1210,70531,"Danses concertantes, orch","Stravinskij, Igor': compositore"
1211,70532,"Sinfonia n. 6, Do, D 589, Die Kleine","Schubert, Franz: compositore"
1212,70533,Quattro Volkslieder russi,"Beethoven, Ludwig van: compositore"
1213,70534,"Sette romanze, sp,vl,vlc,pf, op. 127","Šostakovič, Dmitrij: compositore, Blok, Aleksandr Aleksandrovic: librettista"
1214,70535,"Le Merle noir, fl,pf","Messiaen, Olivier: compositore"
1215,70536,"Dérive 1, fl,cl,vl,vlc,vibr,pf","Boulez, Pierre: compositore"
1216,70537,Anubis,"Grisey, Gérard: compositore"
1217,70538,"Nout, cl insib","Grisey, Gérard: compositore"
1218,70539,La barque mystique,"Murail, Tristan: compositore"
1219,70540,"La favola del fiore di pietra, op. 118","Prokof'ev, Sergej: compositore"
1220,70541,"Cenerentola, orch, op. 87","Prokof'ev, Sergej: compositore"
1221,70542,"Sonata, vlc,pf, La min., D 821, Arpeggione","Schubert, Franz: compositore"
1222,70543,"Sonata, vlc,pf, op. 40, Re min.","Šostakovič, Dmitrij: compositore"
1223,70544,Gli affreschi di Dionisij,"Ščedrin, Rodjon: compositore"
1224,70545,"Geometrie del suono, pf,orch","Ščedrin, Rodjon: compositore"
1225,70546,"Da capo, preludio e basso ostinato, pf","Ščedrin, Rodjon: compositore"
1226,70547,"Musiche per la città di Köthen, orch","Ščedrin, Rodjon: compositore"
1227,70548,Il processo,"Kafka, Franz: testo di, Colla, Alberto: compositore"
1228,70549,"Sonata, pf n. 8, op. 84, Sib","Prokof'ev, Sergej: compositore"
1229,70550,"Preludio, pf n. 2, op. 32, Sib","Rachmaninov, Sergej: compositore"
1230,70551,"Preludio, pf n. 5, op. 32, Sol","Rachmaninov, Sergej: compositore"
1231,70552,"Die Geschöpfe des Prometheus / Le creature di Prometeo, op. 43","Beethoven, Ludwig van: compositore"
1232,70553,"Trauermusik, vla,archi","Hindemith, Paul: compositore"
1233,70554,"Zwei nordische Weisen, archi,orch, op. 63","Grieg, Edvard: compositore"
1234,70555,"Concerto, 2pf,orch, Mib, K 365","Mozart, Wolfgang Amadeus: compositore"
1235,70556,"Ouverture su temi ebraici, op. 34bis","Prokof'ev, Sergej: compositore"
1236,70557,"Études choréographiques, 5bat","Ohana, Maurice: compositore"
1237,70558,"Propositions 3, percuss","Bayer, Francis: compositore"
1238,70559,Clivages,"Nunes, Emanoel: compositore"
1239,70560,"Idmen B, percuss","Xenakis, Iannis: compositore"
1240,70561,"Suita, archi","Janácek, Leós: compositore"
1241,70562,"Quartetto, archi, op. 3","Berg, Alban: compositore"
1242,70563,"Sinfonia n. 9, op. 125, Re min.","Beethoven, Ludwig van: compositore"
1243,70564,"Tre Sonate, vl,pf, op. 30","Beethoven, Ludwig van: compositore"
1244,70565,"Sonata, vl,pf, op. 134","Šostakovič, Dmitrij: compositore"
1245,70566,"Quattro Improptus, op. 142, D 935","Schubert, Franz: compositore"
1246,70567,"Fantasia, pf, op. 15, Do, D 760, Wanderer-Fantasie","Schubert, Franz: compositore"
1247,70568,Andante,"Haydn, Franz Joseph: compositore"
1248,70569,"Due Notturni, op. 70","Martucci, Giuseppe: compositore"
1249,70570,"Pulcinella: Suite da concerto, orch","Stravinskij, Igor': compositore"
1250,70571,"Nocturnes, orch","Debussy, Claude: compositore"
1251,70572,"Pavane pour une infante défunte, pf, trascrizione per orch","Ravel, Maurice: compositore"
1252,70573,"Capriccio italiano, orch, op. 45, La","Čajkovskij, Pëtr Il'ič: compositore"
1253,70574,"Sinfonia n. 4, op. 36, Fa min.","Čajkovskij, Pëtr Il'ič: compositore"
1254,70575,"Variazioni su un tema rococò, vlc,orch, op. 33, La","Čajkovskij, Pëtr Il'ič: compositore"
1255,70576,Ode on St. Cecilia's day,"Purcell, Henry: compositore, Brady, Nicholas: librettista"
1256,70577,"Salome, op. 54","Strauss, Richard: compositore, Wilde, Oscar: testo di, Lachmann, Hedwig: librettista"
1257,70578,"Pannonia Boundless, archi","Vrebalov, Aleksandra: compositore"
1258,70579,"Dracula, archi","Glass, Philip: compositore"
1259,70580,"Sensemayá, archi","Revueltas, Silvestre: compositore"
1260,70581,"El Sinaloense, archi","Briseño, Severiano: compositore"
1261,70582,"Se Me Hizo Facil, archi","Lara, Agustín: compositore"
1262,70583,"Triple Quartet, archi","Reich, Steve: compositore"
1263,70584,"Quartet, archi n. 4","Vasks, Peteris: compositore"
1264,70585,"Étude de concert, pf","Sciarrino, Salvatore: compositore"
1265,70586,"Études pour piano, pf, Libro I","Ligeti, György: compositore"
1266,70587,"Lo scrigno dei suoni, pf","Gentilucci, Armando: compositore"
1267,70588,"Études de jazz, pf, op. 58","Schulhoff, Erwin: compositore"
1268,70589,"Cinque studi per domani, pf","Malipiero, Gianfrancesco: compositore"
1269,70590,"Étude boréale, pf n. 2","Fedele, Ivan: compositore"
1270,70591,"Due Studi, pf","Colombo Taccani, Giorgio: compositore"
1271,70592,Canti e danze della Polonia,AA. VV.: compositore
1272,70593,Lyrics and Legends,"Cage, John: compositore"
1273,70594,"Die Legende der heiligen Elisabeth, soli,coro,orch,org","Liszt, Franz: compositore"
1274,70595,How Long has this been going on?,"Gershwin, George: compositore, Gershwin, Ira: librettista"
1275,70596,Oh Kay!,"Gershwin, George: compositore, Gershwin, Ira: librettista, Dietz, Howard: librettista, Bolton, Guy Reginald: librettista, Grenville Wodehouse, Pelham sir: librettista"
1276,70597,"Study, pf n. 22","Ives, Charles: compositore"
1277,70598,An Tasten,"Kagel, Mauricio: compositore"
1278,70599,"Quattro studi alla memoria di Chopin, pf","Lombardi, Daniele: compositore"
1279,70600,"Studi, pf","Castellano, Mauro: compositore"
1280,70601,"Studio per Bartók-Busoni, pf","Bussotti, Sylvano: compositore"
1281,70602,"Indianische Fantasie, pf, op. 44, Kind. 264","Busoni, Ferruccio: compositore"
1282,70604,Respondit,"Francesconi, Luca: compositore, Gesualdo da Venosa, Carlo: autore delle musiche"
1283,70605,"Fantasia upon some notes, ensemble","Rivolta, Renato: compositore"
1284,70606,Teatro II,"Tadini, Michele: compositore"
1285,70607,Lips Eyes Bang,"Francesconi, Luca: compositore"
1286,70608,"Deal, chit elett,bat,ensemble","Mackey, Steve: compositore"
1287,70609,"Hot, sax,6strum","Donatoni, Franco: compositore"
1288,70610,"Chamber Symphony, ensemble","Adams, John: compositore"
1289,70611,Solu pro kiterra preparada,AA. VV.: compositore
1290,70612,Canto de los Orichas,AA. VV.: compositore
1291,70613,Fast 'n Bulbous,Captain Beefheart: compositore
1292,70614,"Traveling with Experience, cl,vlc,percuss,pf,CD","Mariani, Massimo: compositore"
1293,70615,"Vanilla Die Scream, cl bs,vlc,pfprep,CDs,video,live elettr","Magnanensi, Giorgio: compositore"
1294,70616,Purple H,"Pisati, Maurizio: compositore"
1295,70617,"Il turbine del colore, cl,percuss,vlc,pf","Prati, Walter: compositore"
1296,70618,"Freedom, vlc,suoni registr","Manzoni, Giacomo: compositore"
1297,70619,Pezzi vari,"Hendrix, Jimi: compositore"
1298,70620,"Refrain, ensemble","Donatoni, Franco: compositore"
1299,70621,"Cerocchi 70, cl,vlc,pf","Donatoni, Franco: compositore"
1300,70622,"Triplum, fl,ob,cl","Donatoni, Franco: compositore"
1301,70623,"Het, fl,cl bs,pf","Donatoni, Franco: compositore"
1302,70624,"Frain, ensemble","Donatoni, Franco: compositore"
1303,70625,Arpège,"Donatoni, Franco: compositore"
1304,70626,"Bok, cl bs,marimba","Donatoni, Franco: compositore"
1305,70627,"Elly, cl,vlc,pf","Donatoni, Franco: compositore"
1306,70628,"Refrain II, ensemble","Donatoni, Franco: compositore"
1307,70629,Barbara Allen,AA. VV.: autore
1308,70631,The Battle cry of freedom,"Root, George Frederick: compositore"
1309,70632,The Night they drove ol' dixie down,"Robertson, Robbie: compositore"
1310,70633,Billy,"Dylan, Bob: compositore"
1311,70635,Crossroads,"Johnson, Robert: compositore"
1312,70636,Across the borderline,"Hyatt, John: compositore, Cooder, Ry: compositore, Dickinson, James: compositore"
1313,70637,Machine gun,"Hendrix, Jimi: compositore"
1314,70638,All along the watchtower,"Dylan, Bob: compositore"
1315,70639,"Soirées musicales, orch, op. 9","Britten, Benjamin: compositore"
1316,70640,"Petite suite, pf 4mani","Debussy, Claude: compositore"
1317,70641,An American in Paris,"Gershwin, George: compositore"
1318,70642,"Rhapsody in blue, Jazzband,pf","Gershwin, George: compositore"
1319,70643,"Valses nobles et sentimentales, pf, trascrizione per orch","Ravel, Maurice: compositore"
1320,70644,"Manfred, orch, op. 58, Si min.","Čajkovskij, Pëtr Il'ič: compositore, Byron, George Gordon: testo di"
1321,70645,"Concerto, pf,orch n. 27, Sib, K 595","Mozart, Wolfgang Amadeus: compositore"
1322,70646,"Musica instrumentale sopra le 7 ultime parole del nostro Redentore in croce... ridotte in quartetti n. 42-48, op. 51, Hob. 50-56","Haydn, Franz Joseph: compositore"
1323,70647,"Due gavotte, pf","Brahms, Johannes: compositore"
1324,70648,"Sedici variazioni sopra un tema di Robert Schumann, pf, op. 9, Fa min.","Brahms, Johannes: compositore"
1325,70649,"Quattro Klavierstücke, pf, op. 119","Brahms, Johannes: compositore"
1326,70650,El Albaicín,"Albéniz, Isaac: compositore"
1327,70651,"Navarra, pf","Albéniz, Isaac: compositore"
1328,70652,"La Maya y el ruiseñor, pf","Granados, Enrique: compositore"
1329,70653,"Sonatina, vl,pf, op. 100, Sol, B 183","Dvorák, Antonín: compositore"
1330,70654,"Quindici Sonate, fl (ob/vl),bc, op. 1","Händel, Georg Friedrich: compositore"
1331,70655,"Concerto, pf,orch n. 21, Do, K 467","Mozart, Wolfgang Amadeus: compositore"
1332,70656,"Quartetto, archi n. 1, Mi min., Z mého Zivota/Dalla mia vita","Smetana, Bedrich: compositore"
1333,70657,"Quartetto, op. 96, Fa, B 179, Americano","Dvorák, Antonín: compositore"
1334,70658,"Sonata, pf n. 1, op. 11, Fa# min.","Schumann, Robert: compositore"
1335,70659,20 Variazioni,"Haydn, Franz Joseph: compositore"
1336,70660,13 Préludes,"Rachmaninov, Sergej: compositore"
1337,70661,9 Études-tableaux,"Rachmaninov, Sergej: compositore"
1338,70662,"Images (1a serie), pf","Debussy, Claude: compositore"
1339,70663,"Rondo, pf, Re, K 485","Mozart, Wolfgang Amadeus: compositore"
1340,70664,"Sonata, pf, op. 143, La min., D 784","Schubert, Franz: compositore"
1341,70665,Aufforderung zum Tanze,"Weber, Carl Maria von: compositore"
1342,70666,"Grosse Sonate, pf n. 1, op. 24, Do, J 138","Weber, Carl Maria von: compositore"
1343,70667,"Sinfonia n. 5, op. 64, Mi min.","Čajkovskij, Pëtr Il'ič: compositore"
1344,70668,"Sonata, vlc,pf","Schnittke, Alfred: compositore"
1345,70669,"Sinfonia, orch n. 1, op. 10, Fa min.","Šostakovič, Dmitrij: compositore"
1346,70670,"Concerto, vl,orch, op. 64, Mi min.","Mendelssohn-Bartholdy, Felix: compositore"
1347,70671,"Phantasmata, orch","Rouse, Christopher: compositore"
1348,70672,"Concerto, vl,orch n. 2, op. 63, Sol min.","Prokof'ev, Sergej: compositore"
1349,70673,"Sinfonia n. 8 (4), op. 88, Sol, B 163","Dvorák, Antonín: compositore"
1350,70674,"Sonata, 2pf, op. 34b, Fa min.","Brahms, Johannes: compositore"
1351,70675,"Concerto, 2pf","Stravinskij, Igor': compositore"
1352,70676,"Rhapsody in blue, Jazzband,pf, riduzione per 2pf","Gershwin, George: compositore"
1353,70677,"Première Rapsodie, cl,pf","Debussy, Claude: compositore"
1354,70678,"Drei Romanzen, ob(o vl/cl),pf, op. 94","Schumann, Robert: compositore"
1355,70679,"Song Suite, voce,pf, trascrizione per cl,pf","Ives, Charles: compositore"
1356,70680,"Tre preludi, cl,pf","Gershwin, George: compositore"
1357,70681,"Sonata, cl,pf","Bernstein, Leonard: compositore"
1358,70682,Crimes of the Heart / Crimini del cuore,"Henley Becker, Elizabeth: autore"
1359,70683,Evita,"Rice, Tim: librettista, Lloyd Webber, Andrew: compositore"
1360,70684,Quartetto n. 12,"Rihm, Wolfgang: compositore"
1361,70685,"Quartetto, archi n. 2, Listy důvěrné (Lettere intime)","Janácek, Leós: compositore"
1362,70686,"Quartetto, archi n. 3","Bartók, Béla: compositore"
1363,70687,La guerra vista dalla luna,"Servillo, Peppe: librettista"
1364,70688,Incrocio,"Griset, Cyril: compositore"
1365,70689,Zapateado,"Sarasate, Pablo de: compositore"
1366,70690,"Mauerische Trauermusik, Do min., K 477","Mozart, Wolfgang Amadeus: compositore"
1367,70691,"Concerto, cl,orch, La, K 622","Mozart, Wolfgang Amadeus: compositore"
1368,70692,De la tromba pavane,"Alison, Richard: compositore"
1369,70693,The quadro Galliard,"Alison, Richard: compositore"
