"id";"fullpath";"published";"dcTitle";"dcDescription";"from";"to";"datetext";"Luogo rappresentazione";"Enti collegati";"Persone collegate";"Recite collegate";"Opere musicali collegate"
"53855";"/Produzioni/1996 Il giuoco delle parti (53855)";"1";"Il giuoco delle parti";"";"1996-10-10";"1996-10-10";"1996";"[
    {
        ""Id"": 166,
        ""nome"": ""Novara"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    },
    {
        ""Id"": 9041,
        ""nome"": ""Teatro Coccia"",
        ""relazione"": ""edificio della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 31762,
        ""Nome"": ""Teatro Eliseo"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 10283,
        ""Nome"": ""Lavia, Gabriele"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 10689,
        ""Nome"": ""Tommasi, Paolo"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12067,
        ""Nome"": ""Carnini, Giorgio"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 58573,
        ""Nome"": ""Il giuoco delle parti"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 58576,
        ""Nome"": ""Il giuoco delle parti"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 58577,
        ""Nome"": ""Il giuoco delle parti"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 58575,
        ""Nome"": ""Il giuoco delle parti"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 58574,
        ""Nome"": ""Il giuoco delle parti"",
        ""Ruolo"": """"
    }
]";"[]"
"53856";"/Produzioni/2000 La vedova allegra (53856)";"1";"La vedova allegra";"";"2000-01-01";"2000-12-31";"2000";"[]";"[
    {
        ""Identificativo"": 29548,
        ""Nome"": ""Compagnia Corrado Abbati"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29496,
        ""Nome"": ""Artemio"",
        ""Ruolo"": ""costumi""
    }
]";"[
    {
        ""Identificativo"": 10570,
        ""Nome"": ""Abbati, Corrado"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 10580,
        ""Nome"": ""Frola, Francesco"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12174,
        ""Nome"": ""Catalano, Mario"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 57650,
        ""Nome"": ""La vedova allegra"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57651,
        ""Nome"": ""La vedova allegra"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57652,
        ""Nome"": ""La vedova allegra"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57653,
        ""Nome"": ""La vedova allegra"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57654,
        ""Nome"": ""La vedova allegra"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57689,
        ""Nome"": ""La vedova allegra"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 70195,
        ""Nome"": ""Die Lustige Witwe / La vedova allegra"",
        ""Ruolo"": """"
    }
]"
"53857";"/Produzioni/1998 Sette spose per sette fratelli (53857)";"1";"Sette spose per sette fratelli";"";"1998-01-01";"1998-12-31";"1998";"[
    {
        ""Id"": 205,
        ""nome"": ""Trieste"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    },
    {
        ""Id"": 8992,
        ""nome"": ""Sala Tripcovich"",
        ""relazione"": ""edificio della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 29718,
        ""Nome"": ""Compagnia della Rancia"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 12323,
        ""Nome"": ""Angelini, Fabrizio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 11579,
        ""Nome"": ""De Vincentiis, Zaira"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 11864,
        ""Nome"": ""Perin, Raffaele"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 31541,
        ""Nome"": ""De Lorenzo, Aldo"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12324,
        ""Nome"": ""Marchiori, Carlo"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 57679,
        ""Nome"": ""Sette spose per sette fratelli"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57678,
        ""Nome"": ""Sette spose per sette fratelli"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57676,
        ""Nome"": ""Sette spose per sette fratelli"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57677,
        ""Nome"": ""Sette spose per sette fratelli"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57674,
        ""Nome"": ""Sette spose per sette fratelli"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57675,
        ""Nome"": ""Sette spose per sette fratelli"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57673,
        ""Nome"": ""Sette spose per sette fratelli"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 70234,
        ""Nome"": ""Sette spose per sette fratelli"",
        ""Ruolo"": """"
    }
]"
"53858";"/Produzioni/2000 Madama di Tebe (53858)";"1";"Madama di Tebe";"";"2000-01-01";"2000-01-31";"2000";"[]";"[
    {
        ""Identificativo"": 29548,
        ""Nome"": ""Compagnia Corrado Abbati"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29496,
        ""Nome"": ""Artemio"",
        ""Ruolo"": ""costumi""
    }
]";"[
    {
        ""Identificativo"": 10570,
        ""Nome"": ""Abbati, Corrado"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 10580,
        ""Nome"": ""Frola, Francesco"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 10579,
        ""Nome"": ""Maccarini, Stefano"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 57697,
        ""Nome"": ""Madama di Tebe"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57698,
        ""Nome"": ""Madama di Tebe"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57699,
        ""Nome"": ""Madama di Tebe"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57700,
        ""Nome"": ""Madama di Tebe"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57701,
        ""Nome"": ""Madama di Tebe"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 70250,
        ""Nome"": ""Madama di Tebe"",
        ""Ruolo"": """"
    }
]"
"53859";"/Produzioni/Se devi dire una bugia dilla grossa (53859)";"1";"Se devi dire una bugia dilla grossa";"";"";"";"";"[]";"[]";"[
    {
        ""Identificativo"": 11200,
        ""Nome"": ""Garinei, Pietro"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12333,
        ""Nome"": ""Maresti, Carlo"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 57680,
        ""Nome"": ""Se devi dire una bugia dilla grossa"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57681,
        ""Nome"": ""Se devi dire una bugia dilla grossa"",
        ""Ruolo"": """"
    }
]";"[]"
"53860";"/Produzioni/2000 Notte indiana (53860)";"1";"Notte indiana";"Danzaduemila Festival (EN-)";"2000-10-20";"2000-10-20";"2000";"[
    {
        ""Id"": 187,
        ""nome"": ""Reggio Emilia"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    },
    {
        ""Id"": 8715,
        ""nome"": ""Teatro Municipale Valli"",
        ""relazione"": ""edificio della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 29806,
        ""Nome"": ""Danzaduemila Festival"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 12120,
        ""Nome"": ""Bausch, Pina"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 57638,
        ""Nome"": ""Notte indiana"",
        ""Ruolo"": """"
    }
]";"[]"
"53861";"/Produzioni/1964 If you couldn't see me (53861)";"1";"If you couldn't see me";"";"1964-01-01";"1964-01-31";"1964";"[]";"[
    {
        ""Identificativo"": 29806,
        ""Nome"": ""Danzaduemila Festival"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 12133,
        ""Nome"": ""Rauschenberg, Robert"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12134,
        ""Nome"": ""Brown, Spencer"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 57643,
        ""Nome"": ""Trisha Brown Company"",
        ""Ruolo"": """"
    }
]";"[]"
"53862";"/Produzioni/Pasolini nell'era di internet (53862)";"1";"Pasolini nell'era di internet";"Compagnia Zappal&agrave; Danza (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 29599,
        ""Nome"": ""Compagnia Zappalà Danza"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 11335,
        ""Nome"": ""Salas, Roger"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12172,
        ""Nome"": ""Policastro, Marco"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12170,
        ""Nome"": ""Zappalà, Roberto"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 57649,
        ""Nome"": ""Compagnia Zappalà Danza.\r\nPasolini nell'era di internet"",
        ""Ruolo"": """"
    }
]";"[]"
"53863";"/Produzioni/2000 Antonio Ligabue (53863)";"1";"Antonio Ligabue";"";"2000-01-01";"2000-01-31";"2000";"[]";"[
    {
        ""Identificativo"": 29621,
        ""Nome"": ""Compagnia Artemis Danza/Monica Casadei"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29685,
        ""Nome"": ""Teatro Due"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 12338,
        ""Nome"": ""Casadei, Monica"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 10254,
        ""Nome"": ""Santi, Tiziano"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12340,
        ""Nome"": ""Cocco, Mario"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12342,
        ""Nome"": ""Campo, Valeria"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12341,
        ""Nome"": ""Abbatangelo, Andrea"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 57686,
        ""Nome"": ""Compagnia Artemis Monica Casadei.\nAntonio Ligabue"",
        ""Ruolo"": """"
    }
]";"[]"
"53864";"/Produzioni/2000 Sogno di una notte di mezza estate (53864)";"1";"Sogno di una notte di mezza estate";"Teatro Comunale , Bologna (EN-), CRD/Aterballetto , Reggio Emilia (EN-)";"2000-10-31";"2000-10-31";"2000";"[
    {
        ""Id"": 119,
        ""nome"": ""Bologna"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    },
    {
        ""Id"": 8654,
        ""nome"": ""Teatro Comunale"",
        ""relazione"": ""edificio della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 29463,
        ""Nome"": ""Aterballetto"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29675,
        ""Nome"": ""Teatro Comunale di Bologna"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 12353,
        ""Nome"": ""Capone, Guglielmo"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 10103,
        ""Nome"": ""Cerri, Carlo"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12352,
        ""Nome"": ""Plessi, Fabrizio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 10266,
        ""Nome"": ""Lusuardi, Nicola"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 57688,
        ""Nome"": ""Aterballetto.\r\nSogno di una notte di mezza estate"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57687,
        ""Nome"": ""Aterballetto.\r\nSogno di una notte di mezza estate"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 63018,
        ""Nome"": ""Aterballetto.\r\nSogno di una notte di mezza estate"",
        ""Ruolo"": """"
    }
]";"[]"
"53865";"/Produzioni/La bella addormentata nel bosco (53865)";"1";"La bella addormentata nel bosco";"Ballet du Capitol, Toulouse (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 29809,
        ""Nome"": ""Ballet du Capitol de Toulouse"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 12403,
        ""Nome"": ""Vincent, Allain"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12400,
        ""Nome"": ""Schwengl, Bruno"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 57705,
        ""Nome"": ""Ballet du Capitole de Toulouse.\r\nLa bella addormentata nel bosco"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59611,
        ""Nome"": ""Ballet du Capitole de Toulouse.\r\nLa bella addormentata nel bosco"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 63019,
        ""Nome"": ""Ballet du Capitole de Toulouse.\nLa bella addormentata nel bosco"",
        ""Ruolo"": """"
    }
]";"[]"
"53866";"/Produzioni/2000 Come vi piace (53866)";"1";"Come vi piace";"";"2000-11-26";"2000-11-26";"2000";"[
    {
        ""Id"": 187,
        ""nome"": ""Reggio Emilia"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    },
    {
        ""Id"": 9415,
        ""nome"": ""Teatro Ariosto"",
        ""relazione"": ""edificio della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 29685,
        ""Nome"": ""Teatro Due"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 12337,
        ""Nome"": ""Raj Gelis, Jean"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 10345,
        ""Nome"": ""Dall'Aglio, Gigi"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 11629,
        ""Nome"": ""Coloretti, Claudio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 31651,
        ""Nome"": ""Buonincontri, Bruno"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 57682,
        ""Nome"": ""Come vi piace"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57683,
        ""Nome"": ""Come vi piace"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57684,
        ""Nome"": ""Come vi piace"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57685,
        ""Nome"": ""Come vi piace"",
        ""Ruolo"": """"
    }
]";"[]"
"53867";"/Produzioni/1997 Monsieur Malaussène (53867)";"1";"Monsieur Malaussène";"Teatro dell&#39;Archivolto, Genova (EN-)";"1997-07-06";"1997-07-06";"1997";"[
    {
        ""Id"": 7578,
        ""nome"": ""Spoleto"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 29710,
        ""Nome"": ""Teatro dell'Archivolto"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 12373,
        ""Nome"": ""Silvestri, Paolo"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 10275,
        ""Nome"": ""Gallione, Giorgio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12374,
        ""Nome"": ""Cingano, Fabio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12372,
        ""Nome"": ""Fiorato, Guido"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 57690,
        ""Nome"": ""Monsieur Malaussène"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57691,
        ""Nome"": ""Monsieur Malaussène"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57692,
        ""Nome"": ""Monsieur Malaussène"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57693,
        ""Nome"": ""Monsieur Malaussène"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57694,
        ""Nome"": ""Monsieur Malaussène"",
        ""Ruolo"": """"
    }
]";"[]"
"53868";"/Produzioni/2000 Gl'innamorati (53868)";"1";"Gl'innamorati";"";"2000-03-28";"2000-03-28";"2000";"[
    {
        ""Id"": 209,
        ""nome"": ""Venezia"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    },
    {
        ""Id"": 8692,
        ""nome"": ""Teatro Goldoni"",
        ""relazione"": ""edificio della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 29772,
        ""Nome"": ""TSV Teatro Stabile del Veneto"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29808,
        ""Nome"": ""Teatro Metastasio Stabile della Toscana"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 12395,
        ""Nome"": ""Castri, Massimo"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12396,
        ""Nome"": ""Calvaresi, Claudia"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 10159,
        ""Nome"": ""Saccomandi, Gigi"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 57702,
        ""Nome"": ""Gli innamorati"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57703,
        ""Nome"": ""Gli innamorati"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57704,
        ""Nome"": ""Gli innamorati"",
        ""Ruolo"": """"
    }
]";"[]"
"53869";"/Produzioni/L'avaro (53869)";"1";"L'avaro";"Nuovo teatro Set Artisti Associati (EN-), Th&eacute;&acirc;tre National (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 29810,
        ""Nome"": ""Nuovo teatro Set Artisti Associati"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29811,
        ""Nome"": ""Théâtre National de Chaillot"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 12424,
        ""Nome"": ""Daguerre, Gérard"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12422,
        ""Nome"": ""Dussarrat, Michel"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12423,
        ""Nome"": ""Balsamo, Tommaso"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12421,
        ""Nome"": ""Savary, Jérôme"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 57706,
        ""Nome"": ""L'avaro"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57707,
        ""Nome"": ""L'avaro"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57708,
        ""Nome"": ""L'avaro"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 57709,
        ""Nome"": ""L'avaro"",
        ""Ruolo"": """"
    }
]";"[]"
