"id";"fullpath";"dcTitle"
"23290";"/Persone/Fiori, Gianni (23290)";"Fiori, Gianni"
"23291";"/Persone/Gilroy, Frank D. (23291)";"Gilroy, Frank D."
"23292";"/Persone/Mattone, Claudio (23292)";"Mattone, Claudio"
"23293";"/Persone/Pilhes, René Victor (23293)";"Pilhes, René Victor"
"23294";"/Persone/Cremonini, Franco (23294)";"Cremonini, Franco"
"23295";"/Persone/Trevisi, Franco (23295)";"Trevisi, Franco"
"23296";"/Persone/Anichini, Gian Carlo (23296)";"Anichini, Gian Carlo"
"23297";"/Persone/Nelli, Stefania (23297)";"Nelli, Stefania"
"23298";"/Persone/Compatangelo, Maria Letizia (23298)";"Compatangelo, Maria Letizia"
"23299";"/Persone/Baggi, Angiola (23299)";"Baggi, Angiola"
"23300";"/Persone/Manca, Stefano (23300)";"Manca, Stefano"
"23301";"/Persone/Contrevi, Tonino (23301)";"Contrevi, Tonino"
"23302";"/Persone/Raffanini, Marina (23302)";"Raffanini, Marina"
"23303";"/Persone/Marciano, Francesca (23303)";"Marciano, Francesca"
"23304";"/Persone/Mazzari, Fabio (23304)";"Mazzari, Fabio"
"23305";"/Persone/Scarcella, Giuseppe (23305)";"Scarcella, Giuseppe"
"23306";"/Persone/Municchi, Andrea (23306)";"Municchi, Andrea"
"23307";"/Persone/Sironi, Alberto (23307)";"Sironi, Alberto"
"23308";"/Persone/Attardi, Luigi (23308)";"Attardi, Luigi"
"23309";"/Persone/Petersson, Kris (23309)";"Petersson, Kris"
"23310";"/Persone/Volponi, Paolo (23310)";"Volponi, Paolo"
"23311";"/Persone/Ortensi, Roberto (23311)";"Ortensi, Roberto"
"23312";"/Persone/Piaggio, Roberto (23312)";"Piaggio, Roberto"
"23313";"/Persone/Boccardi, Gianluca (23313)";"Boccardi, Gianluca"
"23314";"/Persone/Marini, Carlo (23314)";"Marini, Carlo"
"23315";"/Persone/Lama, Francesca (23315)";"Lama, Francesca"
"23316";"/Persone/Petrucci, Isabella (23316)";"Petrucci, Isabella"
"23317";"/Persone/Carabella, Flora (23317)";"Carabella, Flora"
"23318";"/Persone/Scaglia, Franco (23318)";"Scaglia, Franco"
"23319";"/Persone/Accolla, Tonino (23319)";"Accolla, Tonino"
"23320";"/Persone/Vassallo, Nico (23320)";"Vassallo, Nico"
"23321";"/Persone/Chillemi, Nicola (23321)";"Chillemi, Nicola"
"23322";"/Persone/Di Cecco, Massimo (23322)";"Di Cecco, Massimo"
"23323";"/Persone/Fineschi, Lorenzo (23323)";"Fineschi, Lorenzo"
"23324";"/Persone/Zuloeta, Julio (23324)";"Zuloeta, Julio"
"23325";"/Persone/Erdman, Nikolaj (23325)";"Erdman, Nikolaj"
"23326";"/Persone/Avallone, Piero (23326)";"Avallone, Piero"
"23327";"/Persone/Giusti, Claudio (23327)";"Giusti, Claudio"
"23328";"/Persone/Munari, Antonella (23328)";"Munari, Antonella"
"23329";"/Persone/Maestri, Giancarlo (23329)";"Maestri, Giancarlo"
"23330";"/Persone/Bertoli, Giorgio (23330)";"Bertoli, Giorgio"
"23331";"/Persone/De Santis, Iris (23331)";"De Santis, Iris"
"23332";"/Persone/Meda, Ida (23332)";"Meda, Ida"
"23333";"/Persone/Noris, Bruno (23333)";"Noris, Bruno"
"23334";"/Persone/Crippa, Fiammetta (23334)";"Crippa, Fiammetta"
"23335";"/Persone/Vetere, Fausta (23335)";"Vetere, Fausta"
"23336";"/Persone/Vaglio, Biancamaria (23336)";"Vaglio, Biancamaria"
"23338";"/Persone/Sernas, Jacques (23338)";"Sernas, Jacques"
"23339";"/Persone/Stanic, Mila (23339)";"Stanic, Mila"
"23340";"/Persone/Meldolesi, Luciano (23340)";"Meldolesi, Luciano"
"23341";"/Persone/Della Porta, Giovanni Battista (23341)";"Della Porta, Giovanni Battista"
"23342";"/Persone/Tessari, Marina (23342)";"Tessari, Marina"
"23343";"/Persone/Sternheim, Carl (23343)";"Sternheim, Carl"
"23344";"/Persone/Caglio, Laura (23344)";"Caglio, Laura"
"23345";"/Persone/Brunetta, Emilio (23345)";"Brunetta, Emilio"
"23346";"/Persone/Greco, Vincenzo (23346)";"Greco, Vincenzo"
"23347";"/Persone/Pierucci, Aurelio (23347)";"Pierucci, Aurelio"
"23348";"/Persone/De Carmine, Maretta (23348)";"De Carmine, Maretta"
"23349";"/Persone/Banfi, Ermellino (23349)";"Banfi, Ermellino"
"23350";"/Persone/Bonetti, Lidia (23350)";"Bonetti, Lidia"
"23351";"/Persone/Calò Carducci, Giacomo (23351)";"Calò Carducci, Giacomo"
"23352";"/Persone/Ciarrocchi, Dafne (23352)";"Ciarrocchi, Dafne"
"23353";"/Persone/Mauri, Loredana (23353)";"Mauri, Loredana"
"23354";"/Persone/Rapalli, Maria Teresa (23354)";"Rapalli, Maria Teresa"
"23355";"/Persone/Valsecchi, Pietro (23355)";"Valsecchi, Pietro"
"23356";"/Persone/Dotti, Piero (23356)";"Dotti, Piero"
"23357";"/Persone/Formica, Daniele (23357)";"Formica, Daniele"
"23358";"/Persone/Farnesi, Sandro (23358)";"Farnesi, Sandro"
"23359";"/Persone/Poggiani, Claudia (23359)";"Poggiani, Claudia"
"23360";"/Persone/Rolli, Bruno (23360)";"Rolli, Bruno"
"23361";"/Persone/Leone, Giancarlo (23361)";"Leone, Giancarlo"
"23362";"/Persone/Turco, Paolo (23362)";"Turco, Paolo"
"23363";"/Persone/Guidarelli, Mario (23363)";"Guidarelli, Mario"
"23364";"/Persone/De Bono, Beatrice (23364)";"De Bono, Beatrice"
"23365";"/Persone/Cortellesi, Paola (23365)";"Cortellesi, Paola"
"23366";"/Persone/Andreotti, Furio (23366)";"Andreotti, Furio"
"23367";"/Persone/Milani, Riccardo (23367)";"Milani, Riccardo"
"23368";"/Persone/Moretti, Alberto (23368)";"Moretti, Alberto"
"23369";"/Persone/Pistoni, Davide (23369)";"Pistoni, Davide"
"23370";"/Persone/Renzetti, Claudio (23370)";"Renzetti, Claudio"
"23371";"/Persone/Maringola, Carmine (23371)";"Maringola, Carmine"
"23372";"/Persone/Zucaro, Cristian (23372)";"Zucaro, Cristian"
"23373";"/Persone/Campagna, Sandro Maria (23373)";"Campagna, Sandro Maria"
"23374";"/Persone/Civilleri, Sabino (23374)";"Civilleri, Sabino"
"23375";"/Persone/Lombardo, Fabrizio (23375)";"Lombardo, Fabrizio"
"23376";"/Persone/Lo Sicco, Manuela (23376)";"Lo Sicco, Manuela"
"23377";"/Persone/Miglio, Stefano (23377)";"Miglio, Stefano"
"23378";"/Persone/Piazza, Alessio (23378)";"Piazza, Alessio"
"23379";"/Persone/Puccia, Antonio (23379)";"Puccia, Antonio"
"23380";"/Persone/Riondino, Michele (23380)";"Riondino, Michele"
"23381";"/Persone/Castronuovo, Francesco (23381)";"Castronuovo, Francesco"
"23382";"/Persone/Pavone, Mario (23382)";"Pavone, Mario"
"23383";"/Persone/Dottori, Katia (23383)";"Dottori, Katia"
"23384";"/Persone/Sbordoni, Gioietta (23384)";"Sbordoni, Gioietta"
"23385";"/Persone/Anselma, Romano (23385)";"Anselma, Romano"
"23386";"/Persone/Javarone, Virginia (23386)";"Javarone, Virginia"
"23387";"/Persone/Sozzi, Maresa (23387)";"Sozzi, Maresa"
"23388";"/Persone/Tirinnanzi, Lily (23388)";"Tirinnanzi, Lily"
"23389";"/Persone/Pappalardo, Ignazio (23389)";"Pappalardo, Ignazio"
"23390";"/Persone/Gemelli, Roberto (23390)";"Gemelli, Roberto"
"23391";"/Persone/Magistro, Miko (23391)";"Magistro, Miko"
"23392";"/Persone/Portale, Nino (23392)";"Portale, Nino"
"23393";"/Persone/Sollima, Antonio (23393)";"Sollima, Antonio"
"23394";"/Persone/Laganà, Roberto (23394)";"Laganà, Roberto"
"23395";"/Persone/Bitar, Razek-François (23395)";"Bitar, Razek-François"
"23396";"/Persone/Vandoni Iorio, Marta (23396)";"Vandoni Iorio, Marta"
"23397";"/Persone/Frameglia, Roberta (23397)";"Frameglia, Roberta"
"23398";"/Persone/Astronio, Claudio (23398)";"Astronio, Claudio"
"23399";"/Persone/Northam, Tim (23399)";"Northam, Tim"
"23400";"/Persone/Howell, Ron (23400)";"Howell, Ron"
"23401";"/Persone/Di Iorio, Giuseppe (23401)";"Di Iorio, Giuseppe"
"23402";"/Persone/Sartori, Elena (23402)";"Sartori, Elena"
"23403";"/Persone/Musumeci, Dora (23403)";"Musumeci, Dora"
"23404";"/Persone/Guidi, Guido (23404)";"Guidi, Guido"
"23405";"/Persone/D'Amico, Fedele (23405)";"D'Amico, Fedele"
"23406";"/Persone/Nevola, Edoardo (23406)";"Nevola, Edoardo"
"23407";"/Persone/Tagliareni, Antonino (23407)";"Tagliareni, Antonino"
"23408";"/Persone/Moriones, Saverio (23408)";"Moriones, Saverio"
"23409";"/Persone/Paganelli, Carlo (23409)";"Paganelli, Carlo"
"23410";"/Persone/Zerbinati, Daniela (23410)";"Zerbinati, Daniela"
"23411";"/Persone/Gracis, Patrizia (23411)";"Gracis, Patrizia"
"23412";"/Persone/Marchetti, Giulio (23412)";"Marchetti, Giulio"
"23413";"/Persone/Sansotta, Pino (23413)";"Sansotta, Pino"
"23414";"/Persone/Barbona, Romolo (23414)";"Barbona, Romolo"
"23415";"/Persone/Benelli, Enzo (23415)";"Benelli, Enzo"
"23416";"/Persone/Provenzano, Enzo (23416)";"Provenzano, Enzo"
"23417";"/Persone/Bava, Maurizio (23417)";"Bava, Maurizio"
"23418";"/Persone/Gagliardi, Cecilia (23418)";"Gagliardi, Cecilia"
"23419";"/Persone/Manacuso, Alessandro (23419)";"Manacuso, Alessandro"
"23420";"/Persone/Rellini, Mario (23420)";"Rellini, Mario"
"23421";"/Persone/Cioffi, Nello (23421)";"Cioffi, Nello"
"23422";"/Persone/Paladino, Cristina (23422)";"Paladino, Cristina"
"23423";"/Persone/Cassandro, Silvia (23423)";"Cassandro, Silvia"
"23424";"/Persone/Mussini, Franco (23424)";"Mussini, Franco"
"23425";"/Persone/Leoni, Roberto (23425)";"Leoni, Roberto"
"23426";"/Persone/Marchi, Paolo (23426)";"Marchi, Paolo"
"23427";"/Persone/Veneziani, Maura (23427)";"Veneziani, Maura"
"23428";"/Persone/Russo, Franca (23428)";"Russo, Franca"
"23429";"/Persone/Parrilla, Loretta (23429)";"Parrilla, Loretta"
"23430";"/Persone/Boetti, Luca (23430)";"Boetti, Luca"
"23431";"/Persone/Busani, Maria Grazia (23431)";"Busani, Maria Grazia"
"23432";"/Persone/Mambrini Ferrarini, Linda (23432)";"Mambrini Ferrarini, Linda"
"23434";"/Persone/Pezzin, Bruno (23434)";"Pezzin, Bruno"
"23435";"/Persone/Viani, Giorgia (23435)";"Viani, Giorgia"
"23436";"/Persone/Marmi, Sandro (23436)";"Marmi, Sandro"
"23437";"/Persone/Romano, Valeria (23437)";"Romano, Valeria"
"23438";"/Persone/Compagnone, Luigi (23438)";"Compagnone, Luigi"
"23439";"/Persone/Bulgheroni, Renata (23439)";"Bulgheroni, Renata"
"23440";"/Persone/Ulsamer, Sibilla (23440)";"Ulsamer, Sibilla"
"23441";"/Persone/Silverio, Daniela (23441)";"Silverio, Daniela"
"23442";"/Persone/Iavicoli, Susanna (23442)";"Iavicoli, Susanna"
"23443";"/Persone/Morante, Laura (23443)";"Morante, Laura"
"23444";"/Persone/Boccuni, Maria (23444)";"Boccuni, Maria"
"23445";"/Persone/Rustichelli, Giuliano (23445)";"Rustichelli, Giuliano"
"23446";"/Persone/Messori, Gloria (23446)";"Messori, Gloria"
"23447";"/Persone/De Luigi, Fabio (23447)";"De Luigi, Fabio"
"23448";"/Persone/Mantovani, Aldo (23448)";"Mantovani, Aldo"
"23449";"/Persone/Morganti, Claudio (23449)";"Morganti, Claudio"
"23450";"/Persone/Ortolani, Tullio (23450)";"Ortolani, Tullio"
"23451";"/Persone/Toffano, Maria Teresa (23451)";"Toffano, Maria Teresa"
"23452";"/Persone/Argenziano, Paolo (23452)";"Argenziano, Paolo"
"23453";"/Persone/Antoniolli, Ferruccio (23453)";"Antoniolli, Ferruccio"
"23454";"/Persone/Lustro, Luciano (23454)";"Lustro, Luciano"
"23455";"/Persone/Santagata, Manuela (23455)";"Santagata, Manuela"
"23456";"/Persone/Tordi, Pietro (23456)";"Tordi, Pietro"
"23457";"/Persone/Mongiano, Giovanni (23457)";"Mongiano, Giovanni"
"23458";"/Persone/Farnese, Giulio (23458)";"Farnese, Giulio"
"23459";"/Persone/Scagnetti, Franca (23459)";"Scagnetti, Franca"
"23460";"/Persone/Minandri, Aldo (23460)";"Minandri, Aldo"
"23461";"/Persone/Di Carmine, Maretta (23461)";"Di Carmine, Maretta"
"23462";"/Persone/Felici, Gianni (23462)";"Felici, Gianni"
"23463";"/Persone/Isnenghi, Gualtiero (23463)";"Isnenghi, Gualtiero"
"23464";"/Persone/Adorf, Mario (23464)";"Adorf, Mario"
"23465";"/Persone/Picozzi, Paolo (23465)";"Picozzi, Paolo"
"23466";"/Persone/Carini, Lilia (23466)";"Carini, Lilia"
"23467";"/Persone/Fregonese, Giovanna (23467)";"Fregonese, Giovanna"
"23468";"/Persone/D'Antoni, Jole (23468)";"D'Antoni, Jole"
"23469";"/Persone/Manganella, Caterina (23469)";"Manganella, Caterina"
"23470";"/Persone/Olivo, Elisabetta (23470)";"Olivo, Elisabetta"
"23471";"/Persone/Franchetti, Gaia (23471)";"Franchetti, Gaia"
"23472";"/Persone/Bruni, Bruno (23472)";"Bruni, Bruno"
"23473";"/Persone/Godena, Alberto (23473)";"Godena, Alberto"
"23474";"/Persone/Ponti, Franco (23474)";"Ponti, Franco"
"23475";"/Persone/Benedetti, Paolo (23475)";"Benedetti, Paolo"
"23476";"/Persone/Laurence, Claudia (23476)";"Laurence, Claudia"
"23477";"/Persone/Crismani, Luisa (23477)";"Crismani, Luisa"
"23478";"/Persone/Marchegiani, Fiorenza (23478)";"Marchegiani, Fiorenza"
"23479";"/Persone/Trotta, Renzo (23479)";"Trotta, Renzo"
"23480";"/Persone/Barnato, Vittoria (23480)";"Barnato, Vittoria"
"23481";"/Persone/Malco, Paolo (23481)";"Malco, Paolo"
"23482";"/Persone/Santi, Giuliano (23482)";"Santi, Giuliano"
"23483";"/Persone/Nazzari, Evelina (23483)";"Nazzari, Evelina"
"23484";"/Persone/Mattei, Luisella (23484)";"Mattei, Luisella"
"23485";"/Persone/Perselli, Fabio (23485)";"Perselli, Fabio"
"23486";"/Persone/Dantcheva, Alena (23486)";"Dantcheva, Alena"
"23487";"/Persone/Angelillo, Gianluca (23487)";"Angelillo, Gianluca"
"23488";"/Persone/Camerana, Flavia (23488)";"Camerana, Flavia"
"23489";"/Persone/Rovere, Rosanna (23489)";"Rovere, Rosanna"
"23490";"/Persone/Rizzo, Giacomo (23490)";"Rizzo, Giacomo"
"23491";"/Persone/Mainardi, Giovanna (23491)";"Mainardi, Giovanna"
"23492";"/Persone/Giangrand, Patrizia (23492)";"Giangrand, Patrizia"
"23493";"/Persone/Bürger, Gottfried August (23493)";"Bürger, Gottfried August"
"23494";"/Persone/Unger, Johann Carl (23494)";"Unger, Johann Carl"
"23495";"/Persone/Matthisson, Friedrich von (23495)";"Matthisson, Friedrich von"
"23496";"/Persone/Schober, Franz von (23496)";"Schober, Franz von"
"23497";"/Persone/Bechstein, Ludwig (23497)";"Bechstein, Ludwig"
"23498";"/Persone/L'Égru, Charles (23498)";"L'Égru, Charles"
"23499";"/Persone/Ruperti, Friederik (23499)";"Ruperti, Friederik"
"23500";"/Persone/Eichendorff, Joseph von (23500)";"Eichendorff, Joseph von"
"23501";"/Persone/Ossian (23501)";"Ossian"
"23502";"/Persone/Tagliaferri, Imerio (23502)";"Tagliaferri, Imerio"
"23503";"/Persone/Giorgini, Michele (23503)";"Giorgini, Michele"
"23504";"/Persone/Mallozzi, Simona (23504)";"Mallozzi, Simona"
"23505";"/Persone/Guidetti, Massimo (23505)";"Guidetti, Massimo"
"23506";"/Persone/Vandelli, Claudio (23506)";"Vandelli, Claudio"
"23507";"/Persone/Dindo, Enrico (23507)";"Dindo, Enrico"
"23508";"/Persone/Montanari, Stefano -violinista- (23508)";"Montanari, Stefano <violinista>"
"23509";"/Persone/Cera, Marco (23509)";"Cera, Marco"
"23510";"/Persone/Szabelski, Boleslaw (23510)";"Szabelski, Boleslaw"
"23511";"/Persone/Chwedczuk, Zbigniew (23511)";"Chwedczuk, Zbigniew"
"23512";"/Persone/Hesse-Bukowska, Barbara (23512)";"Hesse-Bukowska, Barbara"
"23513";"/Persone/Materassi, Sandro (23513)";"Materassi, Sandro"
"23514";"/Persone/King, Malcom (23514)";"King, Malcom"
"23515";"/Persone/Favaretto, Giorgio (23515)";"Favaretto, Giorgio"
"23516";"/Persone/Gellert, Christian Fürchtegott (23516)";"Gellert, Christian Fürchtegott"
"23517";"/Persone/Jeitteles, Alois (Isidor) (23517)";"Jeitteles, Alois (Isidor)"
"23518";"/Persone/Weisse, Christian Fr. (23518)";"Weisse, Christian Fr."
"23519";"/Persone/Gallotta, Gabriele (23519)";"Gallotta, Gabriele"
"23520";"/Persone/Zappatini, Ezio (23520)";"Zappatini, Ezio"
"23521";"/Persone/Bodini, Mariarosa (23521)";"Bodini, Mariarosa"
"23522";"/Persone/Mereu, Carlo (23522)";"Mereu, Carlo"
"23523";"/Persone/Rögner, Heinz (23523)";"Rögner, Heinz"
"23524";"/Persone/Arens, Rolf Dieter (23524)";"Arens, Rolf Dieter"
"23525";"/Persone/Zecchi, Carlo (23525)";"Zecchi, Carlo"
"23526";"/Persone/Lancelot, Jacques (23526)";"Lancelot, Jacques"
"23527";"/Persone/Ibatici, Giordano (23527)";"Ibatici, Giordano"
"23528";"/Persone/Cavazzoli, Germano (23528)";"Cavazzoli, Germano"
"23529";"/Persone/Murcia, Santiago de (23529)";"Murcia, Santiago de"
"23530";"/Persone/Narváez, Luis de (23530)";"Narváez, Luis de"
"23531";"/Persone/Romano, Aldo (23531)";"Romano, Aldo"
"23532";"/Persone/Nemeth, Gus (23532)";"Nemeth, Gus"
"23533";"/Persone/Botka, Valeria (23533)";"Botka, Valeria"
"23534";"/Persone/Csanyi, Laszlo (23534)";"Csanyi, Laszlo"
"23535";"/Persone/Sammartini, Giuseppe (23535)";"Sammartini, Giuseppe"
"23536";"/Persone/Bull, John (23536)";"Bull, John"
"23537";"/Persone/Galliard, Johann Ernst (23537)";"Galliard, Johann Ernst"
"23538";"/Persone/Jerace, Michelangelo (23538)";"Jerace, Michelangelo"
"23539";"/Persone/Muller, Max (23539)";"Muller, Max"
"23540";"/Persone/Davis, Carl (23540)";"Davis, Carl"
"23541";"/Persone/Langford, Gordon (23541)";"Langford, Gordon"
"23542";"/Persone/Cable, Margaret (23542)";"Cable, Margaret"
"23543";"/Persone/Yepes, Narciso (23543)";"Yepes, Narciso"
"23544";"/Persone/Anonimo (XIV sec.) (23544)";"Anonimo (XIV sec.)"
"23545";"/Persone/Carulli, Ferdinando (23545)";"Carulli, Ferdinando"
"23546";"/Persone/Weiss, Silvius Leopold (23546)";"Weiss, Silvius Leopold"
"23547";"/Persone/Gavuzzi, Stefano Giuseppe Antonio (23547)";"Gavuzzi, Stefano Giuseppe Antonio"
"23548";"/Persone/Bonasso, Anna (23548)";"Bonasso, Anna"
"23549";"/Persone/Cassani, Walter (23549)";"Cassani, Walter"
"23550";"/Persone/Donalisio, Luciano (23550)";"Donalisio, Luciano"
"23551";"/Persone/Moretti, Giovanni (23551)";"Moretti, Giovanni"
"23552";"/Persone/Vaccaro, Franco (23552)";"Vaccaro, Franco"
"23553";"/Persone/Gindro, Sandro (23553)";"Gindro, Sandro"
"23554";"/Persone/Barone, Emilio (23554)";"Barone, Emilio"
"23555";"/Persone/Scaglione, Massimo (23555)";"Scaglione, Massimo"
"23556";"/Persone/Semolini, Antonmario (23556)";"Semolini, Antonmario"
"23557";"/Persone/Vindrola, Alberto (23557)";"Vindrola, Alberto"
"23558";"/Persone/Konvalinka, Milos (23558)";"Konvalinka, Milos"
"23559";"/Persone/Lucarini, Katia (23559)";"Lucarini, Katia"
"23560";"/Persone/Off, Ruth Catherine (23560)";"Off, Ruth Catherine"
"23561";"/Persone/Gomez, Aura (23561)";"Gomez, Aura"
"23562";"/Persone/Tsunemori, Toshiko (23562)";"Tsunemori, Toshiko"
"23563";"/Persone/Macchinizzi, Luisa (23563)";"Macchinizzi, Luisa"
"23564";"/Persone/Furlotti, Eugenio (23564)";"Furlotti, Eugenio"
"23565";"/Persone/Cowley, Abraham (23565)";"Cowley, Abraham"
"23566";"/Persone/Gillespie, Dizzy (23566)";"Gillespie, Dizzy"
"23567";"/Persone/Firkušný, Rudolf (23567)";"Firkušný, Rudolf"
"23568";"/Persone/Cato, Diomedes (23568)";"Cato, Diomedes"
"23569";"/Persone/Jarzebski, Adam (23569)";"Jarzebski, Adam"
"23570";"/Persone/Zielenski, Mikolaj (23570)";"Zielenski, Mikolaj"
"23571";"/Persone/Szamotuly, Vaclav de (23571)";"Szamotuly, Vaclav de"
"23572";"/Persone/Radom, Nicolaus de (23572)";"Radom, Nicolaus de"
"23573";"/Persone/Roker, Granville Miky (23573)";"Roker, Granville Miky"
"23574";"/Persone/Brown, Benjamin (23574)";"Brown, Benjamin"
"23575";"/Persone/Rodney, Jones (23575)";"Rodney, Jones"
"23576";"/Persone/Aquilano, Serafino (23576)";"Aquilano, Serafino"
"23577";"/Persone/Rore, Cipriano de (23577)";"Rore, Cipriano de"
"23578";"/Persone/Boninsegni, Guido (23578)";"Boninsegni, Guido"
"23579";"/Persone/Del Re, Vincenzo (23579)";"Del Re, Vincenzo"
"23580";"/Persone/Infantino, Antonio (23580)";"Infantino, Antonio"
"23581";"/Persone/Perù, Salvatore (23581)";"Perù, Salvatore"
"23582";"/Persone/Salvietti, Giuseppe (23582)";"Salvietti, Giuseppe"
"23583";"/Persone/D'Ana, Francesco (23583)";"D'Ana, Francesco"
"23584";"/Persone/Gagliano, Marco da (23584)";"Gagliano, Marco da"
"23585";"/Persone/Georgioiu, Evi (23585)";"Georgioiu, Evi"
"23586";"/Persone/Loredan, Maria (23586)";"Loredan, Maria"
"23587";"/Persone/Toffoli, Albino (23587)";"Toffoli, Albino"
"23588";"/Persone/Zanetti, Gianni (23588)";"Zanetti, Gianni"
"23589";"/Persone/Arregui, Maria Josefa (23589)";"Arregui, Maria Josefa"
"23590";"/Persone/Giovagnoli, Giorgio (23590)";"Giovagnoli, Giorgio"
"23591";"/Persone/Kovalska, Margaret (23591)";"Kovalska, Margaret"
"23592";"/Persone/Kubota, Emiko (23592)";"Kubota, Emiko"
"23593";"/Persone/Molina, Julian (23593)";"Molina, Julian"
"23594";"/Persone/Gutknecht, Dieter E. (23594)";"Gutknecht, Dieter E."
"23595";"/Persone/Schortemaier, Dirk (23595)";"Schortemaier, Dirk"
"23596";"/Persone/Markus, Karl (23596)";"Markus, Karl"
"23597";"/Persone/Zedelius, Maria (23597)";"Zedelius, Maria"
"23598";"/Persone/Drux, Monica (23598)";"Drux, Monica"
"23599";"/Persone/Badura-Skoda, Paul (23599)";"Badura-Skoda, Paul"
"23600";"/Persone/Mikhalkov-Konchalovsky, Andrei Sergeyevich (23600)";"Mikhalkov-Konchalovsky, Andrei Sergeyevich"
"23601";"/Persone/Grompone, Aldo Miguel (23601)";"Grompone, Aldo Miguel"
"23602";"/Persone/Khamdamov, Rustam (23602)";"Khamdamov, Rustam"
"23603";"/Persone/Artem'ev, Ėduard Nikolaevič (23603)";"Artem'ev, Ėduard Nikolaevič"
"23604";"/Persone/Rozanova, Irina (23604)";"Rozanova, Irina"
"23605";"/Persone/Grishin, Alexey (23605)";"Grishin, Alexey"
"23606";"/Persone/Adoskin, Anatoly (23606)";"Adoskin, Anatoly"
"23607";"/Persone/Vysotskaya, Julia (23607)";"Vysotskaya, Julia"
"23608";"/Persone/Goriushin, Vladimir (23608)";"Goriushin, Vladimir"
"23609";"/Persone/Anokhina, Olga (23609)";"Anokhina, Olga"
"23610";"/Persone/Miloyanina, Olga (23610)";"Miloyanina, Olga"
"23611";"/Persone/Serebriakov, Alexey (23611)";"Serebriakov, Alexey"
"23612";"/Persone/Steblov, Eugeny (23612)";"Steblov, Eugeny"
"23613";"/Persone/Smelyansky, David (23613)";"Smelyansky, David"
"23614";"/Persone/Guidi, Chiara (23614)";"Guidi, Chiara"
"23615";"/Persone/Gibbons, Scott (23615)";"Gibbons, Scott"
"23616";"/Persone/Beltran Napoles, Sonia (23616)";"Beltran Napoles, Sonia"
