id;fullpath;published;dcTitle;dcDescription;from;to;datetext;Luogo rappresentazione;Enti collegati;Persone collegate;Recite collegate;Opere musicali collegate;luogo_rappresentazione;luogo_rappresentazione_id;edificio_rappresentazione;edificio_rappresentazione_id;enti_collegati_clean;enti_collegati_id;enti_collegati_ruolo;persone_collegate_clean;persone_collegate_id;persone_collegate_ruolo;recite_collegate_clean;recite_collegate_id;opere_collegate_clean;opere_collegate_id;enti_collegati;persone_collegate;recite_collegate;opere_collegate
55311;/Produzioni/1958 Trittico (55311);1.0;Trittico;;1958-03-01;1958-03-01;1958;"[
    {
        'Id': 187,
        'nome': 'Reggio Emilia',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    },
    {
        'Id': 8713,
        'nome': 'Teatro Municipale',
        'relazione': 'edificio della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 29716,
        'Nome': 'I Teatri di Reggio Emilia',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 20969,
        'Nome': 'Moresco, Riccardo',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 59993,
        'Nome': 'Il Trittico: Il tabarro',
        'Ruolo': ''
    },
    {
        'Identificativo': 63305,
        'Nome': 'Il Trittico: Suor Angelica',
        'Ruolo': ''
    },
    {
        'Identificativo': 63306,
        'Nome': 'Il Trittico: Gianni Schicchi',
        'Ruolo': ''
    },
    {
        'Identificativo': 63307,
        'Nome': 'Il Trittico: Il tabarro',
        'Ruolo': ''
    },
    {
        'Identificativo': 63308,
        'Nome': 'Il Trittico: Suor Angelica',
        'Ruolo': ''
    },
    {
        'Identificativo': 63309,
        'Nome': 'Il Trittico: Gianni Schicchi',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 71171,
        'Nome': 'Gianni Schicchi',
        'Ruolo': ''
    },
    {
        'Identificativo': 71271,
        'Nome': 'Il Tabarro',
        'Ruolo': ''
    },
    {
        'Identificativo': 71270,
        'Nome': 'Suor Angelica',
        'Ruolo': ''
    }
]";Reggio Emilia;187;Teatro Municipale;8713;;29716;produzione;;20969;;;59993, 63305, 63306, 63307, 63308, 63309;;71171, 71271, 71270;I Teatri di Reggio Emilia;Riccardo Moresco;Il Trittico: Il tabarro, Il Trittico: Suor Angelica, Il Trittico: Gianni Schicchi, Il Trittico: Il tabarro, Il Trittico: Suor Angelica, Il Trittico: Gianni Schicchi;Gianni Schicchi, Il Tabarro, Suor Angelica
55312;/Produzioni/2002 Teatro di terra (55312);1.0;Teatro di terra;"Volterra Teatro (EN-); Teatro delle Ariette (EN-)";2002-07-22;2002-07-22;2002;"[
    {
        'Id': 7129,
        'nome': 'Volterra',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    },
    {
        'Id': 8432,
        'nome': 'Chiostro ITC Niccolini',
        'relazione': 'edificio della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 30263,
        'Nome': 'Volterra Teatro',
        'Ruolo': 'produzione'
    },
    {
        'Identificativo': 30482,
        'Nome': 'Teatro delle Ariette',
        'Ruolo': 'produzione'
    }
]";[];"[
    {
        'Identificativo': 59994,
        'Nome': 'Teatro di terra',
        'Ruolo': ''
    },
    {
        'Identificativo': 59995,
        'Nome': 'Teatro di terra',
        'Ruolo': ''
    },
    {
        'Identificativo': 59996,
        'Nome': 'Teatro di terra',
        'Ruolo': ''
    },
    {
        'Identificativo': 59997,
        'Nome': 'Teatro di terra',
        'Ruolo': ''
    }
]";[];Volterra;7129;Chiostro ITC Niccolini;8432;;30263, 30482;produzione, produzione;;;;;59994, 59995, 59996, 59997;;;Volterra Teatro, Teatro delle Ariette;;Teatro di terra, Teatro di terra, Teatro di terra, Teatro di terra;
55313;/Produzioni/1958 Il nostro prossimo (55313);1.0;Il nostro prossimo;;1958-01-01;1958-01-31;1958;[];"[
    {
        'Identificativo': 30462,
        'Nome': 'Gad Città di Milano',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 20430,
        'Nome': 'Ferrario, Sergio',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 59998,
        'Nome': 'Il nostro prossimo',
        'Ruolo': ''
    }
]";[];;;;;;30462;produzione;;20430;;;59998;;;Gad Città di Milano;Sergio Ferrario;Il nostro prossimo;
55314;/Produzioni/Il tempo non è galantuomo (55314);1.0;Il tempo non è galantuomo;"Gad &quot;Piccola Ribalta&quot; di Torino (EN-)";;;;[];"[
    {
        'Identificativo': 21014,
        'Nome': 'Gad Piccola Ribalta di Torino',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 21001,
        'Nome': 'Rossi, Armando',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 59999,
        'Nome': 'Il tempo non è galantuomo',
        'Ruolo': ''
    }
]";[];;;;;;21014;produzione;;21001;;;59999;;;Gad Piccola Ribalta di Torino;Armando Rossi;Il tempo non è galantuomo;
55315;/Produzioni/1958 Incontro coi superstiti (55315);1.0;Incontro coi superstiti;;1958-01-01;1958-01-31;1958;[];"[
    {
        'Identificativo': 30461,
        'Nome': 'Gad Piccola Brigata L'Aquila',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 20410,
        'Nome': 'Quaranta, Aldo',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60000,
        'Nome': 'Incontro coi superstiti',
        'Ruolo': ''
    }
]";[];;;;;;30461;produzione;;20410;;;60000;;;Gad Piccola Brigata L'Aquila;Aldo Quaranta;Incontro coi superstiti;
55316;/Produzioni/La torre di Babele (55316);1.0;La torre di Babele;"Gad &quot;Voci Nuove&quot; di Milano (EN-)";;;;[];"[
    {
        'Identificativo': 30473,
        'Nome': 'Gad Voci Nuove di Milano',
        'Ruolo': 'produzione,scene'
    }
]";"[
    {
        'Identificativo': 20721,
        'Nome': 'Gabbari, Galeazzo',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60001,
        'Nome': 'La torre di Babele',
        'Ruolo': ''
    }
]";[];;;;;;30473;produzione,scene;;20721;;;60001;;;Gad Voci Nuove di Milano;Galeazzo Gabbari;La torre di Babele;
55317;/Produzioni/La regina in berlina (55317);1.0;La regina in berlina;"Gad &quot;I Pochi&quot; di Alessandria (EN-)";;;;[];"[
    {
        'Identificativo': 30477,
        'Nome': 'Gad I Pochi di Alessandria',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 20767,
        'Nome': 'Dollfus, Ennio',
        'Ruolo': ''
    },
    {
        'Identificativo': 20748,
        'Nome': 'Colombara, Augusto',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60002,
        'Nome': 'La regina in berlina',
        'Ruolo': ''
    }
]";[];;;;;;30477;produzione;;20767, 20748;, ;;60002;;;Gad I Pochi di Alessandria;Ennio Dollfus, Augusto Colombara;La regina in berlina;
55318;/Produzioni/L'incrinatura (55318);1.0;L'incrinatura;"Gad Piccolo Teatro Citt&agrave; di Parma (EN-)";;;;[];"[
    {
        'Identificativo': 21055,
        'Nome': 'Gad Piccolo Teatro Città di Parma',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 21053,
        'Nome': 'Fava, Nino',
        'Ruolo': ''
    },
    {
        'Identificativo': 21054,
        'Nome': 'Perfetti, Giorgio',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60003,
        'Nome': 'L'incrinatura',
        'Ruolo': ''
    }
]";[];;;;;;21055;produzione;;21053, 21054;, ;;60003;;;Gad Piccolo Teatro Città di Parma;Nino Fava, Giorgio Perfetti;L'incrinatura;
55319;/Produzioni/2006 Bingo!!! (55319);1.0;Bingo!!!;;2006-05-28;2006-05-28;2006;"[
    {
        'Id': 8818,
        'nome': 'Felina',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    },
    {
        'Id': 8851,
        'nome': 'Ecomostro',
        'relazione': 'edificio della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 21857,
        'Nome': 'Comune di Reggio Emilia: Assessorato alla Cultura',
        'Ruolo': 'produzione'
    },
    {
        'Identificativo': 30047,
        'Nome': 'RED Reggio Emilia Danza',
        'Ruolo': 'produzione'
    }
]";[];"[
    {
        'Identificativo': 60005,
        'Nome': 'Kinkaleri',
        'Ruolo': ''
    }
]";[];Felina;8818;Ecomostro;8851;;21857, 30047;produzione, produzione;;;;;60005;;;Comune di Reggio Emilia: Assessorato alla Cultura, RED Reggio Emilia Danza;;Kinkaleri;
55320;/Produzioni/1958 Cercasi titolo ovvero Storie da ridere e no (55320);1.0;Cercasi titolo ovvero Storie da ridere e no;;1958-01-01;1958-01-31;1958;[];"[
    {
        'Identificativo': 30475,
        'Nome': 'Gad SADA Genova di Sestri',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 20738,
        'Nome': 'Bobbio, Sandro',
        'Ruolo': ''
    },
    {
        'Identificativo': 20748,
        'Nome': 'Colombara, Augusto',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60004,
        'Nome': 'Cercasi titolo ovvero Storie da ridere e no',
        'Ruolo': ''
    }
]";[];;;;;;30475;produzione;;20738, 20748;, ;;60004;;;Gad SADA Genova di Sestri;Sandro Bobbio, Augusto Colombara;Cercasi titolo ovvero Storie da ridere e no;
55321;/Produzioni/1958 Autunno (55321);1.0;Autunno;;1958-01-01;1958-01-31;1958;[];"[
    {
        'Identificativo': 21081,
        'Nome': 'Gad Il dramma del CRAL Zannoni dell'INPS di Ancona',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 21068,
        'Nome': 'Arena, Lirio',
        'Ruolo': ''
    },
    {
        'Identificativo': 21079,
        'Nome': 'Cappannari, Elmo',
        'Ruolo': ''
    },
    {
        'Identificativo': 21080,
        'Nome': 'Bevilacqua, Bruno',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60006,
        'Nome': 'Autunno',
        'Ruolo': ''
    }
]";[];;;;;;21081;produzione;;21068, 21079, 21080;, , ;;60006;;;Gad Il dramma del CRAL Zannoni dell'INPS di Ancona;Lirio Arena, Elmo Cappannari, Bruno Bevilacqua;Autunno;
55322;/Produzioni/Poker d'amore (55322);1.0;Poker d'amore;"Gad Brigata d&#39;Arte Citt&agrave; di Lecco (EN-)";;;;[];"[
    {
        'Identificativo': 30483,
        'Nome': 'Gad Brigata d'Arte Città di Lecco',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 21091,
        'Nome': 'Dosio, Stefano',
        'Ruolo': ''
    },
    {
        'Identificativo': 21092,
        'Nome': 'De Monetariis, Giuliano',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60007,
        'Nome': 'Poker d'amore',
        'Ruolo': ''
    }
]";[];;;;;;30483;produzione;;21091, 21092;, ;;60007;;;Gad Brigata d'Arte Città di Lecco;Stefano Dosio, Giuliano De Monetariis;Poker d'amore;
55323;/Produzioni/La rete (55323);1.0;La rete;"Gad Accademia Filodrammatica &quot;F. Campogalliani&quot; di Mantova (EN-)";;;;[];"[
    {
        'Identificativo': 20376,
        'Nome': 'Gad Accademia Filodrammatica F. Campogalliani di Mantova',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 20373,
        'Nome': 'Signoretti, Aldo',
        'Ruolo': ''
    },
    {
        'Identificativo': 20374,
        'Nome': 'Fornari, Mario',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60008,
        'Nome': 'La rete',
        'Ruolo': ''
    }
]";[];;;;;;20376;produzione;;20373, 20374;, ;;60008;;;Gad Accademia Filodrammatica F. Campogalliani di Mantova;Aldo Signoretti, Mario Fornari;La rete;
55324;/Produzioni/Nascita di Salomè (55324);1.0;Nascita di Salomè;"Gad Citt&agrave; di Milano (EN-)";;;;[];"[
    {
        'Identificativo': 30462,
        'Nome': 'Gad Città di Milano',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 20430,
        'Nome': 'Ferrario, Sergio',
        'Ruolo': ''
    },
    {
        'Identificativo': 21107,
        'Nome': 'Rebosio, Bruno',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60009,
        'Nome': 'Nascita di Salomè',
        'Ruolo': ''
    }
]";[];;;;;;30462;produzione;;20430, 21107;, ;;60009;;;Gad Città di Milano;Sergio Ferrario, Bruno Rebosio;Nascita di Salomè;
55325;/Produzioni/1957 Enrico IV (55325);1.0;Enrico IV;;1957-01-01;1957-01-31;1957;[];"[
    {
        'Identificativo': 21081,
        'Nome': 'Gad Il dramma del CRAL Zannoni dell'INPS di Ancona',
        'Ruolo': 'produzione'
    },
    {
        'Identificativo': 30484,
        'Nome': 'Casa d'Arte Firenze',
        'Ruolo': 'costumi'
    }
]";"[
    {
        'Identificativo': 21113,
        'Nome': 'Buatti, Aldo',
        'Ruolo': ''
    },
    {
        'Identificativo': 21068,
        'Nome': 'Arena, Lirio',
        'Ruolo': ''
    },
    {
        'Identificativo': 21079,
        'Nome': 'Cappannari, Elmo',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60010,
        'Nome': 'Enrico IV',
        'Ruolo': ''
    }
]";[];;;;;;21081, 30484;produzione, costumi;;21113, 21068, 21079;, , ;;60010;;;Gad Il dramma del CRAL Zannoni dell'INPS di Ancona, Casa d'Arte Firenze;Aldo Buatti, Lirio Arena, Elmo Cappannari;Enrico IV;
55326;/Produzioni/La stagione delle albicocche (55326);1.0;La stagione delle albicocche;"Gad Piccolo Teatro Citt&agrave; di Parma (EN-)";;;;[];"[
    {
        'Identificativo': 21055,
        'Nome': 'Gad Piccolo Teatro Città di Parma',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 21053,
        'Nome': 'Fava, Nino',
        'Ruolo': ''
    },
    {
        'Identificativo': 21054,
        'Nome': 'Perfetti, Giorgio',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60011,
        'Nome': 'La stagione delle albicocche',
        'Ruolo': ''
    }
]";[];;;;;;21055;produzione;;21053, 21054;, ;;60011;;;Gad Piccolo Teatro Città di Parma;Nino Fava, Giorgio Perfetti;La stagione delle albicocche;
55327;/Produzioni/1957 Buon viaggio Paolo (55327);1.0;Buon viaggio Paolo;;1957-01-01;1957-01-31;1957;[];"[
    {
        'Identificativo': 30485,
        'Nome': 'Gad Compagnia Stabile Postelegrafonici di Roma',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 21138,
        'Nome': 'Stafford, Gino',
        'Ruolo': ''
    },
    {
        'Identificativo': 21139,
        'Nome': 'Sammarco, Renzo',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60012,
        'Nome': 'Buon viaggio Paolo',
        'Ruolo': ''
    }
]";[];;;;;;30485;produzione;;21138, 21139;, ;;60012;;;Gad Compagnia Stabile Postelegrafonici di Roma;Gino Stafford, Renzo Sammarco;Buon viaggio Paolo;
55328;/Produzioni/1957 Il piacere dell'onestà (55328);1.0;Il piacere dell'onestà;;1957-01-01;1957-01-31;1957;[];"[
    {
        'Identificativo': 30486,
        'Nome': 'Gad del Dopolavoro di Bari',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 21152,
        'Nome': 'Scippa, Arnaldo',
        'Ruolo': ''
    },
    {
        'Identificativo': 21153,
        'Nome': 'Spizzico, Francesco',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60013,
        'Nome': 'Il piacere dell'onestà',
        'Ruolo': ''
    }
]";[];;;;;;30486;produzione;;21152, 21153;, ;;60013;;;Gad del Dopolavoro di Bari;Arnaldo Scippa, Francesco Spizzico;Il piacere dell'onestà;
55329;/Produzioni/1957 I nostri sogni (55329);1.0;I nostri sogni;;1957-01-01;1957-01-31;1957;[];"[
    {
        'Identificativo': 30473,
        'Nome': 'Gad Voci Nuove di Milano',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 20721,
        'Nome': 'Gabbari, Galeazzo',
        'Ruolo': ''
    },
    {
        'Identificativo': 20737,
        'Nome': 'Bray, Franco',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60014,
        'Nome': 'I nostri sogni',
        'Ruolo': ''
    }
]";[];;;;;;30473;produzione;;20721, 20737;, ;;60014;;;Gad Voci Nuove di Milano;Galeazzo Gabbari, Franco Bray;I nostri sogni;
55330;/Produzioni/1957 Il berretto a sonagli (55330);1.0;Il berretto a sonagli;"<p>&nbsp;</p>

<p>&nbsp;</p>
";1957-01-01;1957-01-31;1957;[];"[
    {
        'Identificativo': 30477,
        'Nome': 'Gad I Pochi di Alessandria',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 21162,
        'Nome': 'Bocca, Enzo',
        'Ruolo': ''
    },
    {
        'Identificativo': 21163,
        'Nome': 'Annone, Mario',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60015,
        'Nome': 'Il berretto a sonagli',
        'Ruolo': ''
    }
]";[];;;;;;30477;produzione;;21162, 21163;, ;;60015;;;Gad I Pochi di Alessandria;Enzo Bocca, Mario Annone;Il berretto a sonagli;
55331;/Produzioni/L'aiuola bruciata (55331);1.0;L'aiuola bruciata;"Gad &quot;S. A. D. A. Genova&quot; di Sestri (EN-)";;;;[];"[
    {
        'Identificativo': 30475,
        'Nome': 'Gad SADA Genova di Sestri',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 20738,
        'Nome': 'Bobbio, Sandro',
        'Ruolo': ''
    },
    {
        'Identificativo': 20748,
        'Nome': 'Colombara, Augusto',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60016,
        'Nome': 'L'aiuola bruciata',
        'Ruolo': ''
    }
]";[];;;;;;30475;produzione;;20738, 20748;, ;;60016;;;Gad SADA Genova di Sestri;Sandro Bobbio, Augusto Colombara;L'aiuola bruciata;
55332;/Produzioni/Quando arriva Don Gonzalo (55332);1.0;Quando arriva Don Gonzalo;"Gad Brigata d&#39;Arte Citt&agrave; di Lecco (EN-)";;;;[];"[
    {
        'Identificativo': 30483,
        'Nome': 'Gad Brigata d'Arte Città di Lecco',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 21177,
        'Nome': 'Rossini, Aldo',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60017,
        'Nome': 'Quando arriva Don Gonzalo',
        'Ruolo': ''
    }
]";[];;;;;;30483;produzione;;21177;;;60017;;;Gad Brigata d'Arte Città di Lecco;Aldo Rossini;Quando arriva Don Gonzalo;
55333;/Produzioni/Non c'è regola ahimè! (55333);1.0;Non c'è regola ahimè!;"Gad &quot;Piccolo Teatro&quot; di Venezia (EN-)";;;;[];"[
    {
        'Identificativo': 30478,
        'Nome': 'Gad Piccolo Teatro di Venezia',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 20794,
        'Nome': 'Gazzotto, Alcide',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60018,
        'Nome': 'Non c'è regola ahimè!',
        'Ruolo': ''
    }
]";[];;;;;;30478;produzione;;20794;;;60018;;;Gad Piccolo Teatro di Venezia;Alcide Gazzotto;Non c'è regola ahimè!;
55334;/Produzioni/1957 Un albergo sul porto (55334);1.0;Un albergo sul porto;"Gad Accademia Filodrammatica &quot;F. Campogalliani&quot; di Mantova (EN-)";1957-01-01;1957-12-31;1957;[];"[
    {
        'Identificativo': 20376,
        'Nome': 'Gad Accademia Filodrammatica F. Campogalliani di Mantova',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 20373,
        'Nome': 'Signoretti, Aldo',
        'Ruolo': ''
    },
    {
        'Identificativo': 20374,
        'Nome': 'Fornari, Mario',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60019,
        'Nome': 'Un albergo sul porto',
        'Ruolo': ''
    }
]";[];;;;;;20376;produzione;;20373, 20374;, ;;60019;;;Gad Accademia Filodrammatica F. Campogalliani di Mantova;Aldo Signoretti, Mario Fornari;Un albergo sul porto;
55335;/Produzioni/1957 Film: soggetto e sceneggiatura (55335);1.0;Film: soggetto e sceneggiatura;;1957-01-01;1957-01-31;1957;[];"[
    {
        'Identificativo': 21081,
        'Nome': 'Gad Il dramma del CRAL Zannoni dell'INPS di Ancona',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 21068,
        'Nome': 'Arena, Lirio',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 60020,
        'Nome': 'Film: soggetto e sceneggiatura',
        'Ruolo': ''
    }
]";[];;;;;;21081;produzione;;21068;;;60020;;;Gad Il dramma del CRAL Zannoni dell'INPS di Ancona;Lirio Arena;Film: soggetto e sceneggiatura;
