"id";"recite_collegate";"fullpath";"published"
"53869";"/Recite/01-02-2001 L'avaro (57706),/Recite/02-02-2001 L'avaro (57707),/Recite/03-02-2001 L'avaro (57708),/Recite/04-02-2001 L'avaro (57709)";"/Produzioni/L'avaro (53869)";"1"
"53870";"/Recite/16-02-2001 Gli spettri (57710),/Recite/17-02-2001 Gli spettri (57711),/Recite/18-02-2001 Gli spettri (57712),/Recite/18-02-2001 Gli spettri (57713)";"/Produzioni/2001 Spettri (53870)";"1"
"53871";"/Recite/06-03-2001 Rumors (57723),/Recite/07-03-2001 Rumors (57774),/Recite/08-03-2001 Rumors (57775)";"/Produzioni/2000 Rumors (53871)";"1"
"53872";"/Recite/13-03-2001 Bella e la bestia (57724),/Recite/14-03-2001 Bella e la bestia (57725),/Recite/15-03-2001 Bella e la bestia (57726)";"/Produzioni/2001 Bella e la bestia (53872)";"1"
"53873";"/Recite/20-03-2001 Macbeth (57718),/Recite/21-03-2001 Macbeth (57719),/Recite/22-03-2001 Macbeth (57720)";"/Produzioni/2001 Macbeth (53873)";"1"
"53874";"/Recite/24-03-2001 Madornale 33 (57721),/Recite/25-03-2001 Madornale 33 (57722)";"/Produzioni/1999 Madornale 33 (53874)";"1"
"53875";"/Recite/01-04-2001 Polvere di stelle (57716),/Recite/01-04-2001 Polvere di stelle (57717),/Recite/30-03-2001 Polvere di stelle (57714),/Recite/31-03-2001 Polvere di stelle (57715)";"/Produzioni/2000 Polvere di stelle (53875)";"1"
"53876";"/Recite/05-04-2001 Filumena Marturano (57727),/Recite/06-04-2001 Filumena Marturano (57728),/Recite/07-04-2001 Filumena Marturano (57729)";"/Produzioni/2000 Filumena Marturano (53876)";"1"
"53877";"/Recite/05-10-1995 Molto rumore per nulla (57467),/Recite/06-10-1995 Molto rumore per nulla (57468),/Recite/07-10-1995 Molto rumore per nulla (57469),/Recite/08-10-1995 Molto rumore per nulla (57470),/Recite/08-10-1995 Molto rumore per nulla (57471)";"/Produzioni/Molto rumore per nulla (53877)";"1"
"53878";"/Recite/21-10-1995 L'illusion comique (57472),/Recite/22-10-1995 L'illusion comique (57473),/Recite/23-10-1995 L'illusion comique (57475),/Recite/24-10-1995 L'illusion comique (57474)";"/Produzioni/L'illusion comique (53878)";"1"
"53879";"/Recite/15-12-1995 La cena dei cretini (57479),/Recite/16-12-1995 La cena dei cretini (57480),/Recite/17-12-1995 La cena dei cretini (57481),/Recite/17-12-1995 La cena dei cretini (57482)";"/Produzioni/1993 La cena dei cretini (53879)";"1"
"53880";"/Recite/19-01-1996 Lapin Lapin (57483),/Recite/20-01-1996 Lapin Lapin (57484),/Recite/21-01-1996 Lapin Lapin (57485)";"/Produzioni/1995 Lapin Lapin (53880)";"1"
"53881";"/Recite/26-01-1996 Benvenuti in casa Gori (57486),/Recite/27-01-1996 Benvenuti in casa Gori (57487),/Recite/28-01-1996 Benvenuti in casa Gori (57488),/Recite/28-01-1996 Benvenuti in casa Gori (57489)";"/Produzioni/1988 Benvenuti in casa Gori (53881)";"1"
"53882";"/Recite/08-02-1996 Arlecchino il servitore di due padroni (57490),/Recite/09-02-1996 Arlecchino il servitore di due padroni (57491),/Recite/10-02-1996 Arlecchino il servitore di due padroni (57492),/Recite/11-02-1996 Arlecchino il servitore di due padroni (57493)";"/Produzioni/1995 Arlecchino il servitore di due padroni (53882)";"1"
"53883";"/Recite/16-02-1996 Un marito ideale (57494),/Recite/17-02-1996 Un marito ideale (57498),/Recite/18-02-1996 Un marito ideale (57499)";"/Produzioni/1995 Un marito ideale (53883)";"1"
"53884";"/Recite/23-02-1996 Uno sguardo dal ponte (57495),/Recite/24-02-1996 Uno sguardo dal ponte (88779),/Recite/25-02-1996 Uno sguardo dal ponte (57496),/Recite/25-02-1996 Uno sguardo dal ponte (57497)";"/Produzioni/1995 Uno sguardo dal ponte (53884)";"1"
"53885";"/Recite/01-03-1996 Misery non deve morire (57500),/Recite/02-03-1996 Misery non deve morire (57501),/Recite/03-03-1996 Misery non deve morire (57502)";"/Produzioni/1995 Misery non deve morire (53885)";"1"
"53886";"/Recite/15-03-1996 Cirano di Bergerac (57503),/Recite/16-03-1996 Cirano di Bergerac (57504),/Recite/17-03-1996 Cirano di Bergerac (57505)";"/Produzioni/1996 Cirano di Bergerac (53886)";"1"
"53887";"/Recite/22-03-1996 Romeo e Giulietta (59765),/Recite/23-03-1996 Romeo e Giulietta (59766),/Recite/24-03-1996 Romeo e Giulietta (59767),/Recite/24-03-1996 Romeo e Giulietta (59768)";"/Produzioni/1995 Romeo e Giulietta (53887)";"1"
"53888";"/Recite/02-04-1996 Il malato immaginario (57506),/Recite/03-04-1996 Il malato immaginario (57507),/Recite/04-04-1996 Il malato immaginario (57508)";"/Produzioni/1995 Il malato immaginario (53888)";"1"
"53889";"/Recite/17-11-1995 Uomini senza donne (57476),/Recite/18-11-1995 Uomini senza donne (57477),/Recite/19-11-1995 Uomini senza donne (57478)";"/Produzioni/1993 Uomini senza donne (53889)";"1"
"53890";"/Recite/14-11-1995 Dybbuk (60855)";"/Produzioni/1995 Dybbuk (53890)";"1"
"53891";"/Recite/06-12-1995 Il ritorno di Scaramouche (60856)";"/Produzioni/1994 Il ritorno di Scaramouche (53891)";"1"
"53892";"/Recite/01-02-1996 Orestea (una commedia organica?) (60857)";"/Produzioni/1995 Orestea (una commedia organica?) (53892)";"1"
"53893";"/Recite/20-02-1996 Millenovecentonovantadieci (60858)";"/Produzioni/Millenovecentonovantadieci (53893)";"1"
"53894";"/Recite/10-03-1996 Amlieto il principe non si sposa (60859)";"/Produzioni/1996 Amlieto il principe non si sposa (53894)";"1"
"53895";"/Recite/20-10-1994 Edoardo II (57509),/Recite/21-10-1994 Edoardo II (57510),/Recite/22-10-1994 Edoardo II (57511),/Recite/23-10-1994 Edoardo II (57512)";"/Produzioni/1994 Edoardo II (53895)";"1"
"53896";"/Recite/01-11-1994 E pensare che c'era il pensiero (57513),/Recite/02-11-1994 E pensare che c'era il pensiero (57514),/Recite/03-11-1994 E pensare che c'era il pensiero (57515)";"/Produzioni/1994 E pensare che c'era il pensiero (53896)";"1"
"53897";"/Recite/10-11-1994 Ninà (57518),/Recite/11-11-1994 Ninà (57519),/Recite/13-11-1994 Ninà (57520),/Recite/12-11-1994 Ninà (57521)";"/Produzioni/Ninà (53897)";"1"
"53898";"/Recite/18-11-1994 Beethoven (57522),/Recite/19-11-1994 Beethoven (57523),/Recite/20-11-1994 Beethoven (57524)";"/Produzioni/1994 Beethoven (53898)";"1"
"53899";"/Recite/29-11-1994 Interrogatorio della contessa Maria (57525),/Recite/30-11-1994 Interrogatorio della contessa Maria (57526),/Recite/01-12-1994 Interrogatorio della contessa Maria (57527)";"/Produzioni/Interrogatorio della contessa Maria (53899)";"1"
"53900";"/Recite/15-12-1994 Fregoli (57528),/Recite/16-12-1994 Fregoli (57529),/Recite/18-12-1994 Fregoli (57531),/Recite/17-12-1994 Fregoli (57530)";"/Produzioni/1994 Fregoli (53900)";"1"
"53901";"/Recite/10-01-1995 La misteriosa scomparsa di W (57532),/Recite/11-01-1995 La misteriosa scomparsa di W (57533),/Recite/12-01-1995 La misteriosa scomparsa di W (57534)";"/Produzioni/1994 La misteriosa scomparsa di W (53901)";"1"
"53902";"/Recite/19-01-1995 Sei personaggi in cerca d'autore (57535),/Recite/20-01-1995 Sei personaggi in cerca d'autore (57536),/Recite/21-01-1995 Sei personaggi in cerca d'autore (57537),/Recite/22-01-1995 Sei personaggi in cerca d'autore (57538)";"/Produzioni/Sei personaggi in cerca d'autore (53902)";"1"
"53903";"/Recite/24-01-1995 Memorie di Adriano (57539),/Recite/25-01-1995 Memorie di Adriano (57540),/Recite/26-01-1995 Memorie di Adriano (57541)";"/Produzioni/1989 Memorie di Adriano (53903)";"1"
"53904";"/Recite/03-02-1995 Nel campo dei miracoli o il sogno di Pinocchio (57542),/Recite/04-02-1995 Nel campo dei miracoli o il sogno di Pinocchio (57543),/Recite/05-02-1995 Nel campo dei miracoli o il sogno di Pinocchio (57544)";"/Produzioni/Nel campo dei miracoli o il sogno di Pinocchio (53904)";"1"
"53905";"/Recite/09-02-1995 L'attesa (57545),/Recite/10-02-1995 L'attesa (57546),/Recite/11-02-1995 L'attesa (57547),/Recite/12-02-1995 L'attesa (57548)";"/Produzioni/L'attesa (53905)";"1"
"53906";"/Recite/27-02-1995 L'esibizionista (57549),/Recite/28-02-1995 L'esibizionista (57550),/Recite/01-03-1995 L'esibizionista (57551)";"/Produzioni/L'esibizionista (53906)";"1"
"53907";"/Recite/14-03-1995 L'asino d'oro (57552),/Recite/15-03-1995 L'asino d'oro (57553),/Recite/16-03-1995 L'asino d'oro (57554),/Recite/17-03-1995 L'asino d'oro (57555),/Recite/18-03-1995 L'asino d'oro (57556),/Recite/19-03-1995 L'asino d'oro (57557)";"/Produzioni/L'asino d'oro (53907)";"1"
"53908";"/Recite/04-04-1995 Le cognate (57558),/Recite/05-04-1995 Le cognate (57559),/Recite/06-04-1995 Le cognate (57560)";"/Produzioni/Le cognate (53908)";"1"
"53909";"/Recite/11-04-1995 Terra di nessuno (57561),/Recite/12-04-1995 Terra di nessuno (57562),/Recite/13-04-1995 Terra di nessuno (57563)";"/Produzioni/Terra di nessuno (53909)";"1"
"53910";"/Recite/02-05-1995 La cucina del frattempo (57564),/Recite/03-05-1995 La cucina del frattempo (57565),/Recite/04-05-1995 La cucina del frattempo (57566)";"/Produzioni/La cucina del frattempo (53910)";"1"
"53911";"/Recite/05-11-1994 Milanon Milanin (57516),/Recite/06-11-1994 Milanon Milanin (57517)";"/Produzioni/Milanon Milanin (53911)";"1"
"53912";"/Recite/11-11-1993 Mamma! I Sanculotti! (57567),/Recite/12-11-1993 Mamma! I Sanculotti! (57568),/Recite/13-11-1993 Mamma! I Sanculotti! (57569),/Recite/14-11-1993 Mamma! I Sanculotti! (57570)";"/Produzioni/1993 Mamma! I Sanculotti! (53912)";"1"
"53913";"/Recite/15-11-1993 I sequestrati di Altona (57571),/Recite/16-11-1993 I sequestrati di Altona (57998),/Recite/17-11-1993 I sequestrati di Altona (57999)";"/Produzioni/I sequestrati di Altona (53913)";"1"
"53914";"/Recite/26-11-1993 Cabaret (57572),/Recite/27-11-1993 Cabaret (57573),/Recite/28-11-1993 Cabaret (57574),/Recite/28-11-1993 Cabaret (57575)";"/Produzioni/1993 Cabaret (53914)";"1"
"53915";"/Recite/01-12-1993 Pop &amp; Rebelot (57576),/Recite/02-12-1993 Pop &amp; Rebelot (57577),/Recite/03-12-1993 Pop &amp; Rebelot (57578)";"/Produzioni/1993 Pop & Rebelot (53915)";"1"
"53916";"/Recite/13-12-1993 La bottega del caffé (57579),/Recite/14-12-1993 La bottega del caffé (58021),/Recite/15-12-1993 La bottega del caffé (58022)";"/Produzioni/1991 La bottega del caffè (53916)";"1"
"53917";"/Recite/07-01-1994 Tutto per bene (57580),/Recite/08-01-1994 Tutto per bene (57581),/Recite/09-01-1994 Tutto per bene (57583),/Recite/09-01-1994 Tutto per bene (57582)";"/Produzioni/1991 Tutto per bene (53917)";"1"
"53918";"/Recite/19-01-1994 Teatro Excelsior (57584),/Recite/20-01-1994 Teatro Excelsior (57585),/Recite/21-01-1994 Teatro Excelsior (57586),/Recite/22-01-1994 Teatro Excelsior (57587),/Recite/23-01-1994 Teatro Excelsior (57588)";"/Produzioni/1993 Teatro Excelsior (53918)";"1"
"53919";"/Recite/31-01-1994 Doktor Frankenstein Junior (57589),/Recite/01-02-1994 Doktor Frankenstein Junior (58019),/Recite/02-02-1994 Doktor Frankenstein Junior (58020)";"/Produzioni/1993 Doktor Frankenstein Junior (53919)";"1"
"53920";"/Recite/10-02-1994 La morte e la fanciulla (57590),/Recite/11-02-1994 La morte e la fanciulla (57591),/Recite/12-02-1994 La morte e la fanciulla (57592),/Recite/13-02-1994 La morte e la fanciulla (57593)";"/Produzioni/1993 La morte e la fanciulla (53920)";"1"
"53921";"/Recite/18-02-1994 La panchina (57594),/Recite/19-02-1994 La panchina (57595),/Recite/20-02-1994 La panchina (57597),/Recite/20-02-1994 La panchina (57596)";"/Produzioni/1994 La panchina (53921)";"1"
"53922";"/Recite/04-03-1994 Divagazioni e delizie (57598),/Recite/05-03-1994 Divagazioni e delizie (57599),/Recite/06-03-1994 Divagazioni e delizie (57600)";"/Produzioni/1994 Divagazioni e delizie (53922)";"1"
"53923";"/Recite/11-03-1994 O patria mia (57601),/Recite/12-03-1994 O patria mia (57602)";"/Produzioni/1994 O patria mia (53923)";"1"
"53924";"/Recite/24-03-1994 Il duello (57603),/Recite/25-03-1994 Il duello (57604),/Recite/26-03-1994 Il duello (57605),/Recite/27-03-1994 Il duello (57606)";"/Produzioni/1994 Il duello (53924)";"1"
"53925";"/Recite/09-04-1994 Dinner Party (57607),/Recite/10-04-1994 Dinner Party (57610),/Recite/11-04-1994 Dinner Party (57608),/Recite/12-04-1994 Dinner Party (57609)";"/Produzioni/1994 Dinner Party (53925)";"1"
"53926";"/Recite/27-04-1994 Intrigo e amore (57611),/Recite/28-04-1994 Intrigo e amore (57612),/Recite/29-04-1994 Intrigo e amore (57613)";"/Produzioni/1994 Intrigo e amore (53926)";"1"
"53927";"/Recite/16-10-1992 La moglie saggia (57614),/Recite/17-10-1992 La moglie saggia (57615),/Recite/18-10-1992 La moglie saggia (57616),/Recite/18-10-1992 La moglie saggia (57617)";"/Produzioni/1991 La moglie saggia (53927)";"1"
"53928";"/Recite/13-11-1992 Il Teatro Canzone (57618),/Recite/14-11-1992 Il Teatro Canzone (57619),/Recite/15-11-1992 Il Teatro Canzone (57620)";"/Produzioni/1991 Il Teatro Canzone (53928)";"1"
"53929";"/Recite/02-12-1992 Volevamo essere gli U2 (57621),/Recite/03-12-1992 Volevamo essere gli U2 (57996),/Recite/04-12-1992 Volevamo essere gli U2 (57997)";"/Produzioni/1990 Volevamo essere gli U2 (53929)";"1"
"53930";"/Recite/11-12-1992 Questi fantasmi! (57622),/Recite/12-12-1992 Questi fantasmi! (57623),/Recite/13-12-1992 Questi fantasmi! (57624)";"/Produzioni/1992 Questi fantasmi! (53930)";"1"
"53931";"/Recite/21-01-1993 Troilo e Cressida (57625),/Recite/22-01-1993 Troilo e Cressida (57626),/Recite/23-01-1993 Troilo e Cressida (57627),/Recite/24-01-1993 Troilo e Cressida (57628)";"/Produzioni/1993 Troilo e Cressida (53931)";"1"
"53932";"/Recite/02-02-1993 La leggenda di San Gregorio (57629),/Recite/03-02-1993 La leggenda di San Gregorio (57630),/Recite/04-02-1993 La leggenda di San Gregorio (57631),/Recite/05-02-1993 La leggenda di San Gregorio (57632),/Recite/06-02-1993 La leggenda di San Gregorio (57633),/Recite/07-02-1993 La leggenda di San Gregorio (57634)";"/Produzioni/1992 La leggenda di San Gregorio (53932)";"1"
"53933";"/Recite/12-02-1993 Jack lo sventratore (57635),/Recite/13-02-1993 Jack lo sventratore (57636),/Recite/14-02-1993 Jack lo sventratore (57637)";"/Produzioni/1992 Jack lo sventratore (53933)";"1"
"53934";"/Recite/26-02-1993 Il mistero dei bastardi assassini (57639),/Recite/27-02-1993 Il mistero dei bastardi assassini (57640),/Recite/28-02-1993 Il mistero dei bastardi assassini (57641),/Recite/28-02-1993 Il mistero dei bastardi assassini (57642)";"/Produzioni/1992 Il mistero dei bastardi assassini (53934)";"1"
"53935";"/Recite/09-03-1993 L'istruttoria (57644),/Recite/10-03-1993 L'istruttoria (58014),/Recite/11-03-1993 L'istruttoria (58015),/Recite/12-03-1993 L'istruttoria (58016),/Recite/13-03-1993 L'istruttoria (58017),/Recite/14-03-1993 L'istruttoria (58018),/Recite/28-01-2003 L'istruttoria (59010),/Recite/29-01-2003 L'istruttoria (59011),/Recite/04-02-2003 L'istruttoria (59012),/Recite/05-02-2003 L'istruttoria (59013),/Recite/06-02-2003 L'istruttoria (59014),/Recite/07-02-2003 L'istruttoria (59015),/Recite/08-02-2003 L'istruttoria (59016),/Recite/09-02-2003 L'istruttoria (59017),/Recite/15-02-2003 L'istruttoria (59018),/Recite/16-02-2003 L'istruttoria (59019),/Recite/04-05-1999 L'istruttoria (63722),/Recite/05-05-1999 L'istruttoria (63723),/Recite/06-05-1999 L'istruttoria (63724)";"/Produzioni/1984 L'istruttoria (53935)";"1"
"53936";"/Recite/19-03-1993 La scuola delle mogli (57645),/Recite/20-03-1993 La scuola delle mogli (57646),/Recite/21-03-1993 La scuola delle mogli (57647),/Recite/21-03-1993 La scuola delle mogli (57648)";"/Produzioni/La scuola delle mogli (53936)";"1"
"53937";"/Recite/26-03-1993 Liolà (59152),/Recite/27-03-1993 Liolà (59153),/Recite/28-03-1993 Liolà (59154),/Recite/28-03-1993 Liolà (59155)";"/Produzioni/1991 Liolà (53937)";"1"
"53938";"/Recite/06-04-1993 Casa di bambola (57655),/Recite/07-04-1993 Casa di bambola (57656),/Recite/08-04-1993 Casa di bambola (57657)";"/Produzioni/1993 Casa di bambola (53938)";"1"
"53939";"/Recite/23-10-1991 Valentin. Kabarett der komiker (57658),/Recite/24-10-1991 Valentin. Kabarett der komiker (57659),/Recite/25-10-1991 Valentin. Kabarett der komiker (57660),/Recite/26-10-1991 Valentin. Kabarett der komiker (57661),/Recite/27-10-1991 Valentin. Kabarett der komiker (57662)";"/Produzioni/1991 Valentin. Kabarett der komiker (53939)";"1"
"53940";"/Recite/08-11-1991 Johan Padan a la descoverta de le Americhe (57663),/Recite/09-11-1991 Johan Padan a la descoverta de le Americhe (57664),/Recite/10-11-1991 Johan Padan a la descoverta de le Americhe (57665)";"/Produzioni/1991 Johan Padan a la descoverta de le Americhe (53940)";"1"
"53941";"/Recite/12-11-1991 Caro bugiardo (57666),/Recite/13-11-1991 Caro bugiardo (57667),/Recite/14-11-1991 Caro bugiardo (57668)";"/Produzioni/1991 Caro Bugiardo (53941)";"1"
"53942";"/Recite/17-12-1991 I giganti della montagna (57669),/Recite/18-12-1991 I giganti della montagna (57670),/Recite/19-12-1991 I giganti della montagna (57671)";"/Produzioni/1992 I giganti della montagna (53942)";"1"
"53943";"/Recite/17-01-1992 Oltre le colonne d'Ercole. 
Parola magica Parola musica (58494),/Recite/18-01-1992 Oltre le colonne d'Ercole. 
Parola magica Parola musica (58495),/Recite/19-01-1992 Oltre le colonne d'Ercole. 
Parola magica Parola musica (58496)";"/Produzioni/1992 Oltre le colonne d'Ercole (53943)";"1"
"53944";"/Recite/03-02-1992 I parenti terribili (58497),/Recite/04-02-1992 I parenti terribili (58498),/Recite/05-02-1992 I parenti terribili (58499)";"/Produzioni/1991 I parenti terribili (53944)";"1"
"53945";"/Recite/21-02-1992 Crimini del cuore (58500),/Recite/22-02-1992 Crimini del cuore (58501),/Recite/23-02-1992 Crimini del cuore (58502)";"/Produzioni/1992 Crimini del cuore (53945)";"1"
"53946";"/Recite/13-03-1992 Amoretto (58503),/Recite/14-03-1992 Amoretto (58504),/Recite/15-03-1992 Amoretto (58505)";"/Produzioni/1991 Amoretto (53946)";"1"
"53947";"/Recite/23-03-1992 Sottobanco (58506),/Recite/24-03-1992 Sottobanco (58507),/Recite/25-03-1992 Sottobanco (58508)";"/Produzioni/1992 Sottobanco (53947)";"1"
"53948";"/Recite/31-03-1992 A Midsummer Night's Dream (58509),/Recite/01-04-1992 A Midsummer Night's Dream (58510),/Recite/02-04-1992 A Midsummer Night's Dream (58511)";"/Produzioni/1992 A midsummer night's dream (53948)";"1"
"53949";"/Recite/07-04-1992 Bar Biturico (58512),/Recite/08-04-1992 Bar Biturico (58513),/Recite/09-04-1992 Bar Biturico (58514)";"/Produzioni/1990 Bar Biturico (53949)";"1"
"53950";"/Recite/12-01-2001 Der Fliegende Holländer (57695),/Recite/14-01-2001 Der Fliegende Holländer (57696)";"/Produzioni/2000 Der Fliegende Holländer (53950)";"1"
"53951";"/Recite/28-02-2001 L'elisir d'amore (57730),/Recite/02-03-2001 L'elisir d'amore (57731),/Recite/04-03-2001 L'elisir d'amore (57732)";"/Produzioni/2001 L'elisir d'amore (53951)";"1"
"53952";"/Recite/04-05-2001 Il trovatore (57736),/Recite/06-05-2001 Il trovatore (57737)";"/Produzioni/12-04-2001 Il trovatore (53952)";"1"
"53953";"/Recite/07-04-2001 In treno all'opera: Un giorno di regno (57738)";"/Produzioni/2001 Un giorno di regno (53953)";"1"
"53954";"/Recite/21-02-2001 Il signor Bruschino (57733)";"/Produzioni/2001 Il signor Bruschino (53954)";"1"
"53955";"/Recite/22-02-2001 L'inganno felice - La cambiale di matrimonio: L'inganno felice (57734)";"/Produzioni/2001 L'inganno felice (53955)";"1"
"53956";"/Recite/23-02-2001 La scala di seta (57735)";"/Produzioni/2001 La scala di seta (53956)";"1"
"53957";"/Recite/05-05-1992 Anghingò (58515),/Recite/07-05-1992 Anghingò (58517),/Recite/06-05-1992 Anghingò (58516)";"/Produzioni/1991 Anghingò (53957)";"1"
"53958";"/Recite/24-05-1992 Duke Ellington's Sophisticated Ladies (58522),/Recite/24-05-1992 Duke Ellington's Sophisticated Ladies (58521),/Recite/23-05-1992 Duke Ellington's Sophisticated Ladies (58520),/Recite/22-05-1992 Duke Ellington's Sophisticated Ladies (58519)";"/Produzioni/1981 Sophisticated Ladies (53958)";"1"
"53959";"/Recite/23-01-2000 Falstaff (57212),/Recite/25-01-2000 Falstaff (57213)";"/Produzioni/2000 Falstaff (53959)";"1"
"53960";"/Recite/31-12-2001 Il ritorno di Tullio (61297),/Recite/31-12-2000 Il ritorno di Tullio (61298)";"/Produzioni/2000 Il ritorno di Tullio (53960)";"1"
"53961";"/Recite/22-11-1990 La cantata dei pastori (57758),/Recite/23-11-1990 La cantata dei pastori (57759),/Recite/24-11-1990 La cantata dei pastori (57760),/Recite/25-11-1990 La cantata dei pastori (57761)";"/Produzioni/1998 La Cantata dei pastori (53961)";"1"
